pointid,near_woodycrop
201,4464.106854
202,4491.441862
203,4518.810684
204,4525.975033
205,4523.986074
206,4522.195263
207,4520.602836
208,4519.209002
209,4518.013944
210,4517.017822
211,4516.220765
212,4515.622881
213,4515.224247
214,4515.024917
215,4515
216,4515
217,4515.024917
218,4515.224247
219,4152.643736
220,4179.647114
221,4206.691099
222,4233.774911
223,4260.897793
224,4288.059001
225,4315.257814
226,4342.493523
227,4369.76544
228,4397.07289
229,4424.415216
230,4451.791774
231,4479.201938
232,4498.24966
233,4496.048265
234,4494.046061
235,4492.243315
236,4490.640266
237,4489.237129
238,4488.034091
239,4487.031313
240,4486.228929
241,4485.627046
242,4485.225747
243,4485.025084
244,4485
245,4485
246,4485.025084
247,4485.225747
248,4085.566056
249,4112.572188
250,4139.619548
251,4166.707333
252,4193.834761
253,4221.001066
254,4248.205504
255,4275.447345
256,4302.72588
257,4330.040416
258,4357.390274
259,4384.774795
260,4412.193332
261,4439.645256
262,4467.129951
263,4468.338617
264,4466.122479
265,4464.106854
266,4462.292012
267,4460.6782
268,4459.265635
269,4458.054508
270,4457.044985
271,4456.237202
272,4455.631268
273,4455.227267
274,4455.025252
275,4455
276,4455
277,4455.025252
278,4455.227267
279,4018.488522
280,4045.497497
281,4072.548342
282,4099.640228
283,4126.772347
284,4153.943909
285,4181.154147
286,4208.40231
287,4235.687666
288,4263.0095
289,4290.367117
290,4317.759836
291,4345.186993
292,4372.647939
293,4400.142043
294,4427.668687
295,4440.861403
296,4438.428776
297,4436.197696
298,4434.168468
299,4432.341368
300,4430.716646
301,4429.294526
302,4428.075203
303,4427.058843
304,4426.245587
305,4425.635548
306,4425.228808
307,4425.025424
308,4425
309,4425
310,4425.025424
311,4425.228808
312,3951.41114
313,3978.423054
314,4005.4775
315,4032.57362
316,4059.710581
317,4086.887569
318,4114.103791
319,4141.358473
320,4168.650861
321,4195.980219
322,4223.34583
323,4250.746993
324,4278.183026
325,4305.653261
326,4333.157048
327,4360.693752
328,4388.262754
329,4413.620962
330,4410.969281
331,4408.52016
332,4406.273936
333,4404.23092
334,4402.391396
335,4400.755617
336,4399.323812
337,4398.096179
338,4397.07289
339,4396.254087
340,4395.639885
341,4395.230369
342,4395.025597
343,4395
344,4395
345,4395.025597
346,4395.230369
347,3884.33392
348,3911.348872
349,3938.407038
350,3965.507534
351,3992.649496
352,4019.832086
353,4047.054484
354,4074.315893
355,4101.615535
356,4128.952652
357,4156.326503
358,4183.736368
359,4211.181544
360,4238.661345
361,4266.175102
362,4293.722161
363,4321.301887
364,4348.913657
365,4376.556866
366,4383.748396
367,4381.078634
368,4378.612794
369,4376.35122
370,4374.294229
371,4372.442109
372,4370.795122
373,4369.353499
374,4368.117443
375,4367.08713
376,4366.262704
377,4365.644282
378,4365.231953
379,4365.025773
380,4365
381,4365
382,4365.025773
383,4365.231953
384,3817.256868
385,3844.274964
386,3871.336978
387,3898.441996
388,3925.589128
389,3952.777504
390,3980.006281
391,4007.274635
392,4034.581763
393,4061.926883
394,4089.309233
395,4116.72807
396,4144.18267
397,4171.672327
398,4199.196352
399,4226.754074
400,4254.344838
401,4281.968005
402,4309.622953
403,4337.309074
404,4356.770593
405,4353.877582
406,4351.189493
407,4348.706704
408,4346.429569
409,4344.358411
410,4342.493523
411,4340.835173
412,4339.383597
413,4338.139002
414,4337.101567
415,4336.27144
416,4335.64874
417,4335.233558
418,4335.025951
419,4335
420,4335
421,4335.025951
422,4335.233558
423,3750.179996
424,3777.201345
425,3804.267341
426,3831.377037
427,3858.529513
428,3885.723871
429,3912.959238
430,3940.234765
431,3967.549622
432,3994.903003
433,4022.294122
434,4049.722213
435,4077.18653
436,4104.686346
437,4132.220952
438,4159.789658
439,4187.39179
440,4215.02669
441,4242.69372
442,4270.392254
443,4298.121683
444,4325.881413
445,4326.921538
446,4324.008557
447,4321.301887
448,4318.801917
449,4316.509006
450,4314.423484
451,4312.545652
452,4310.875781
453,4309.414113
454,4308.160861
455,4307.116205
456,4306.280297
457,4305.653261
458,4305.235185
459,4305.026132
460,4305
461,4305
462,4305.026132
463,4305.235185
464,3683.103311
465,3710.12803
466,3737.198148
467,3764.312686
468,3791.470691
469,3818.671235
470,3845.913416
471,3873.196354
472,3900.519196
473,3927.881108
474,3955.28128
475,3982.718921
476,4010.193262
477,4037.703555
478,4065.24907
479,4092.829095
480,4120.442937
481,4148.089922
482,4175.76939
483,4203.480701
484,4231.223227
485,4258.996361
486,4286.799505
487,4300.215111
488,4297.074586
489,4294.141358
490,4291.41585
491,4288.89846
492,4286.589553
493,4284.489468
494,4282.59851
495,4280.916958
496,4279.445057
497,4278.183026
498,4277.131048
499,4276.289279
500,4275.657844
501,4275.236836
502,4275.026316
503,4275
504,4275
505,4275.026316
506,4275.236836
507,3616.026825
508,3643.055037
509,3670.129426
510,3697.248977
511,3724.412705
512,3751.61965
513,3778.868878
514,3806.159482
515,3833.490576
516,3860.861303
517,3888.270824
518,3915.718325
519,3943.203013
520,3970.724115
521,3998.280881
522,4025.872576
523,4053.498489
524,4081.157924
525,4108.850204
526,4136.57467
527,4164.330679
528,4192.117603
529,4219.934834
530,4247.781774
531,4273.762979
532,4270.392254
533,4267.229781
534,4264.276023
535,4261.531415
536,4258.996361
537,4256.671235
538,4254.556381
539,4252.652114
540,4250.958715
541,4249.476438
542,4248.205504
543,4247.146101
544,4246.298388
545,4245.662492
546,4245.238509
547,4245.026502
548,4245
549,4245
550,4245.026502
551,4245.238509
552,3548.950549
553,3575.982383
554,3603.061198
555,3630.185946
556,3657.355602
557,3684.569174
558,3711.825696
559,3739.124229
560,3766.463859
561,3793.843697
562,3821.26288
563,3848.720567
564,3876.215938
565,3903.748199
566,3931.316573
567,3958.920307
568,3986.558666
569,4014.230935
570,4041.936417
571,4069.674434
572,4097.444325
573,4125.245447
574,4153.077172
575,4180.93889
576,4208.830004
577,4236.749934
578,4243.966305
579,4240.571895
580,4237.387167
581,4234.412592
582,4231.648615
583,4229.095648
584,4226.754074
585,4224.624244
586,4222.706478
587,4221.001066
588,4219.508265
589,4218.228301
590,4217.161368
591,4216.307626
592,4215.667207
593,4215.240207
594,4215.02669
595,4215
596,4215
597,4215.02669
598,4215.240207
599,3481.874495
600,3508.910087
601,3535.993495
602,3563.12363
603,3590.29943
604,3617.519869
605,3644.783944
606,3672.090685
607,3699.439147
608,3726.82841
609,3754.257583
610,3781.725797
611,3809.232206
612,3836.77599
613,3864.35635
614,3891.972508
615,3919.623706
616,3947.30921
617,3975.028302
618,4002.780284
619,4030.564477
620,4058.380219
621,4086.226866
622,4114.103791
623,4142.010381
624,4169.946043
625,4197.910194
626,4217.80156
627,4214.172517
628,4210.754089
629,4207.546791
630,4204.551106
631,4201.767485
632,4199.196352
633,4196.838096
634,4194.693076
635,4192.76162
636,4191.044023
637,4189.540548
638,4188.251425
639,4187.176853
640,4186.316997
641,4185.671989
642,4185.241928
643,4185.026882
644,4185
645,4185
646,4185.026882
647,4185.241928
648,3414.798676
649,3441.838172
650,3468.926347
651,3496.06207
652,3523.244244
653,3550.4718
654,3577.743702
655,3605.058945
656,3632.416551
657,3659.815569
658,3687.255077
659,3714.734176
660,3742.251996
661,3769.807687
662,3797.400427
663,3825.029412
664,3852.693863
665,3880.393021
666,3908.126149
667,3935.892529
668,3963.691461
669,3991.522266
670,4019.384281
671,4047.276862
672,4075.199382
673,4103.151228
674,4131.131806
675,4159.140536
676,4187.176853
677,4188.036533
678,4184.381675
679,4180.93889
680,4177.708702
681,4174.691605
682,4171.888062
683,4169.298502
684,4166.923325
685,4164.762898
686,4162.817555
687,4161.087598
688,4159.573295
689,4158.274883
690,4157.192562
691,4156.326503
692,4155.67684
693,4155.243675
694,4155.027076
695,4155
696,4155
697,4155.027076
698,4155.243675
699,3320.730341
700,3347.723107
701,3374.766659
702,3401.859785
703,3429.001312
704,3456.190099
705,3483.425039
706,3510.705057
707,3538.029112
708,3565.396191
709,3592.805311
710,3620.255516
711,3647.745879
712,3675.2755
713,3702.843502
714,3730.449035
715,3758.091271
716,3785.769407
717,3813.48266
718,3841.230272
719,3869.011502
720,3896.825631
721,3924.671961
722,3952.54981
723,3980.458516
724,4008.397435
725,4036.36594
726,4064.363419
727,4092.389278
728,4120.442937
729,4148.523834
730,4162.168906
731,4158.274883
732,4154.593843
733,4151.126353
734,4147.872949
735,4144.834134
736,4142.010381
737,4139.402131
738,4137.00979
739,4134.833733
740,4132.874302
741,4131.131806
742,4129.606519
743,4128.298681
744,4127.2085
745,4126.336147
746,4125.681762
747,4125.245447
748,4125.027273
749,4125
750,4125
751,4125.027273
752,4125.245447
753,3253.651795
754,3280.647802
755,3307.695572
756,3334.793847
757,3361.941403
758,3389.137058
759,3416.379663
760,3443.668102
761,3471.001296
762,3498.378196
763,3525.797782
764,3553.259067
765,3580.761092
766,3608.302925
767,3635.883662
768,3663.502423
769,3691.158355
770,3718.850629
771,3746.578439
772,3774.341002
773,3802.137557
774,3829.967363
775,3857.829701
776,3885.723871
777,3913.649192
778,3941.605003
779,3969.590659
780,3997.605533
781,4025.649016
782,4053.720513
783,4081.819447
784,4109.945255
785,4136.57467
786,4132.438747
787,4128.516683
788,4124.809086
789,4121.316537
790,4118.039582
791,4114.978736
792,4112.134482
793,4109.50727
794,4107.097515
795,4104.905602
796,4102.931879
797,4101.17666
798,4099.640228
799,4098.322828
800,4097.22467
801,4096.345933
802,4095.686756
803,4095.247245
804,4095.027472
805,4095
806,4095
807,4095.027472
808,4095.247245
809,3186.573395
810,3213.572778
811,3240.62494
812,3267.728569
813,3294.882395
814,3322.085189
815,3349.335755
816,3376.632938
817,3403.975617
818,3431.362703
819,3458.793142
820,3486.265911
821,3513.780016
822,3541.334494
823,3568.928411
824,3596.560857
825,3624.230953
826,3651.937842
827,3679.680693
828,3707.458698
829,3735.271075
830,3763.117059
831,3790.995911
832,3818.906912
833,3846.84936
834,3874.822577
835,3902.825899
836,3930.858685
837,3958.920307
838,3987.010158
839,4015.127644
840,4043.27219
841,4071.443233
842,4099.640228
843,4106.878377
844,4102.712517
845,4098.762008
846,4095.027472
847,4091.509501
848,4088.208654
849,4085.125457
850,4082.260403
851,4079.613952
852,4077.18653
853,4074.978528
854,4072.990302
855,4071.222175
856,4069.674434
857,4068.34733
858,4067.24108
859,4066.355862
860,4065.691823
861,4065.24907
862,4065.027675
863,4065
864,4065
865,4065.027675
866,4065.24907
867,3119.495151
868,3146.498053
869,3173.554789
870,3200.663994
871,3227.824345
872,3255.034562
873,3282.293406
874,3309.599674
875,3336.952202
876,3364.349863
877,3391.791562
878,3419.276239
879,3446.802866
880,3474.370447
881,3501.978012
882,3529.624626
883,3557.309376
884,3585.031381
885,3612.789781
886,3640.583744
887,3668.412463
888,3696.275152
889,3724.171049
890,3752.099412
891,3780.059523
892,3808.050682
893,3836.07221
894,3864.123445
895,3892.203746
896,3920.312488
897,3948.449063
898,3976.61288
899,4004.803366
900,4033.01996
901,4061.262119
902,4081.598951
903,4077.18653
904,4072.990302
905,4069.010936
906,4065.24907
907,4061.705307
908,4058.380219
909,4055.274343
910,4052.388185
911,4049.722213
912,4047.276862
913,4045.052534
914,4043.049592
915,4041.268365
916,4039.709148
917,4038.372197
918,4037.257733
919,4036.36594
920,4035.696966
921,4035.250922
922,4035.027881
923,4035
924,4035
925,4035.027881
926,4035.250922
927,3052.417075
928,3079.423647
929,3106.485152
930,3133.600166
931,3160.767312
932,3187.985257
933,3215.252712
934,3242.568426
935,3269.931192
936,3297.339837
937,3324.793227
938,3352.290262
939,3379.829877
940,3407.411041
941,3435.032751
942,3462.694038
943,3490.393961
944,3518.131606
945,3545.90609
946,3573.716553
947,3601.562161
948,3629.442106
949,3657.355602
950,3685.301887
951,3713.280221
952,3741.289885
953,3769.330179
954,3797.400427
955,3825.499967
956,3853.628161
957,3881.784384
958,3909.968031
959,3938.178513
960,3966.415258
961,3994.677709
962,4022.965324
963,4051.277576
964,4051.943978
965,4047.499228
966,4043.27219
967,4039.263547
968,4035.47395
969,4031.904017
970,4028.554331
971,4025.425443
972,4022.517868
973,4019.832086
974,4017.368542
975,4015.127644
976,4013.109767
977,4011.315246
978,4009.744381
979,4008.397435
980,4007.274635
981,4006.376168
982,4005.702186
983,4005.252801
984,4005.02809
985,4005
986,4005
987,4005.02809
988,4005.252801
989,2985.339177
990,3012.349581
991,3039.416062
992,3066.537135
993,3093.711363
994,3120.937359
995,3148.213779
996,3175.539324
997,3202.912737
998,3230.3328
999,3257.798336
1000,3285.308205
1001,3312.861301
1002,3340.456556
1003,3368.092932
1004,3395.769427
1005,3423.485066
1006,3451.238908
1007,3479.030037
1008,3506.857568
1009,3534.72064
1010,3562.618419
1011,3590.550097
1012,3618.514889
1013,3646.512032
1014,3674.540788
1015,3702.600438
1016,3730.690285
1017,3758.809652
1018,3786.957882
1019,3815.134336
1020,3843.338393
1021,3871.569449
1022,3899.826919
1023,3928.110233
1024,3956.418835
1025,3984.752188
1026,4013.109767
1027,4026.990191
1028,4022.294122
1029,4017.816571
1030,4013.558272
1031,4009.519921
1032,4005.702186
1033,4002.105696
1034,3998.731049
1035,3995.578807
1036,3992.649496
1037,3989.943609
1038,3987.461599
1039,3985.203884
1040,3983.170847
1041,3981.362832
1042,3979.780145
1043,3978.423054
1044,3977.291792
1045,3976.386551
1046,3975.707484
1047,3975.254709
1048,3975.028302
1049,3975
1050,3975
1051,3975.028302
1052,3975.254709
1053,2918.261469
1054,2945.275878
1055,2972.347557
1056,2999.474954
1057,3026.656571
1058,3053.890961
1059,3081.176723
1060,3108.512506
1061,3135.897001
1062,3163.328943
1063,3190.807108
1064,3218.330312
1065,3245.897411
1066,3273.507293
1067,3301.158887
1068,3328.851153
1069,3356.583084
1070,3384.353705
1071,3412.162071
1072,3440.007267
1073,3467.888407
1074,3495.804628
1075,3523.755099
1076,3551.739011
1077,3579.755578
1078,3607.804041
1079,3635.883662
1080,3663.993723
1081,3692.13353
1082,3720.302407
1083,3748.4997
1084,3776.724772
1085,3804.977004
1086,3833.255796
1087,3861.560565
1088,3889.890744
1089,3918.245781
1090,3946.625141
1091,3975.028302
1092,4002.330571
1093,3997.380392
1094,3992.649496
1095,3988.138664
1096,3983.848642
1097,3979.780145
1098,3975.933853
1099,3972.310411
1100,3968.91043
1101,3965.734484
1102,3962.783113
1103,3960.056818
1104,3957.556064
1105,3955.28128
1106,3953.232854
1107,3951.41114
1108,3949.816451
1109,3948.449063
1110,3947.30921
1111,3946.397091
1112,3945.712863
1113,3945.256646
1114,3945.028517
1115,3945
1116,3945
1117,3945.028517
1118,3945.256646
1119,2851.183965
1120,2878.202564
1121,2905.279677
1122,2932.413682
1123,2959.603014
1124,2986.846163
1125,3014.141669
1126,3041.488123
1127,3068.884162
1128,3096.328471
1129,3123.819777
1130,3151.356851
1131,3178.938502
1132,3206.563581
1133,3234.230975
1134,3261.939607
1135,3289.688435
1136,3317.476451
1137,3345.302677
1138,3373.166168
1139,3401.066009
1140,3429.001312
1141,3456.971218
1142,3484.974892
1143,3513.011529
1144,3541.080344
1145,3569.180578
1146,3597.311496
1147,3625.472383
1148,3653.662546
1149,3681.881313
1150,3710.12803
1151,3738.402065
1152,3766.702802
1153,3795.029644
1154,3823.382011
1155,3851.759338
1156,3880.161079
1157,3908.586701
1158,3937.035687
1159,3965.507534
1160,3972.763522
1161,3967.776455
1162,3963.01022
1163,3958.465612
1164,3954.143396
1165,3950.044304
1166,3946.169028
1167,3942.518231
1168,3939.092535
1169,3935.892529
1170,3932.918763
1171,3930.171752
1172,3927.65197
1173,3925.359856
1174,3923.295808
1175,3921.460187
1176,3919.853314
1177,3918.475469
1178,3917.326895
1179,3916.407793
1180,3915.718325
1181,3915.258612
1182,3915.028736
1183,3915
1184,3915
1185,3915.028736
1186,3915.258612
1187,2784.106679
1188,2811.129666
1189,2838.212466
1190,2865.353381
1191,2892.550777
1192,2919.803076
1193,2947.108753
1194,2974.466339
1195,3001.874414
1196,3029.331609
1197,3056.8366
1198,3084.388108
1199,3111.984897
1200,3139.625774
1201,3167.309584
1202,3195.035211
1203,3222.801576
1204,3250.607636
1205,3278.452379
1206,3306.334829
1207,3334.25404
1208,3362.209095
1209,3390.199109
1210,3418.223223
1211,3446.280604
1212,3474.370447
1213,3502.49197
1214,3530.644417
1215,3558.827054
1216,3587.039169
1217,3615.280072
1218,3643.549094
1219,3671.845585
1220,3700.168915
1221,3728.518473
1222,3756.893664
1223,3785.293912
1224,3813.718658
1225,3842.167357
1226,3870.639482
1227,3899.134519
1228,3927.65197
1229,3948.449063
1230,3943.203013
1231,3938.178513
1232,3933.376412
1233,3928.797526
1234,3924.442636
1235,3920.312488
1236,3916.407793
1237,3912.729227
1238,3909.277427
1239,3906.052995
1240,3903.056495
1241,3900.288451
1242,3897.749351
1243,3895.439641
1244,3893.359732
1245,3891.50999
1246,3889.890744
1247,3888.502282
1248,3887.344852
1249,3886.41866
1250,3885.723871
1251,3885.260609
1252,3885.028957
1253,3885
1254,3885
1255,3885.028957
1256,3885.260609
1257,2717.029628
1258,2744.057215
1259,2771.145972
1260,2798.294123
1261,2825.499956
1262,2852.76182
1263,2880.078124
1264,2907.447334
1265,2934.86797
1266,2962.338603
1267,2989.857856
1268,3017.424398
1269,3045.036946
1270,3072.694257
1271,3100.395136
1272,3128.138424
1273,3155.923003
1274,3183.747792
1275,3211.611745
1276,3239.513852
1277,3267.453137
1278,3295.428652
1279,3323.439483
1280,3351.484746
1281,3379.563581
1282,3407.675161
1283,3435.81868
1284,3463.99336
1285,3492.198448
1286,3520.433212
1287,3548.696944
1288,3576.988957
1289,3605.308586
1290,3633.655185
1291,3662.028127
1292,3690.426805
1293,3718.850629
1294,3747.299027
1295,3775.771444
1296,3804.267341
1297,3832.786193
1298,3861.327492
1299,3889.890744
1300,3918.475469
1301,3918.934804
1302,3913.649192
1303,3908.586701
1304,3903.748199
1305,3899.134519
1306,3894.746462
1307,3890.584789
1308,3886.650229
1309,3882.943471
1310,3879.465169
1311,3876.215938
1312,3873.196354
1313,3870.406955
1314,3867.848239
1315,3865.520664
1316,3863.424647
1317,3861.560565
1318,3859.928756
1319,3858.529513
1320,3857.363089
1321,3856.429696
1322,3855.729503
1323,3855.262637
1324,3855.029183
1325,3855
1326,3855
1327,3855.029183
1328,3855.262637
1329,2649.95283
1330,2676.985245
1331,2704.08025
1332,2731.235984
1333,2758.450652
1334,2785.722527
1335,2813.049946
1336,2840.431305
1337,2867.86506
1338,2895.34972
1339,2922.88385
1340,2950.466065
1341,2978.095029
1342,3005.769452
1343,3033.488091
1344,3061.249745
1345,3089.053253
1346,3116.897496
1347,3144.781391
1348,3172.703894
1349,3200.663994
1350,3228.660713
1351,3256.693108
1352,3284.760265
1353,3312.861301
1354,3340.995361
1355,3369.161617
1356,3397.359269
1357,3425.587541
1358,3453.845683
1359,3482.132967
1360,3510.448689
1361,3538.792167
1362,3567.162738
1363,3595.559762
1364,3623.982616
1365,3652.430697
1366,3680.903422
1367,3709.400221
1368,3737.920545
1369,3766.463859
1370,3795.029644
1371,3823.617397
1372,3852.226629
1373,3880.856864
1374,3894.977535
1375,3889.427979
1376,3884.102213
1377,3879.00116
1378,3874.125708
1379,3869.476709
1380,3865.05498
1381,3860.861303
1382,3856.896421
1383,3853.16104
1384,3849.655829
1385,3846.381416
1386,3843.338393
1387,3840.527308
1388,3837.948671
1389,3835.602951
1390,3833.490576
1391,3831.611932
1392,3829.967363
1393,3828.557169
1394,3827.381611
1395,3826.440905
1396,3825.735223
1397,3825.264697
1398,3825.029412
1399,3825
1400,3825
1401,3825.029412
1402,3825.264697
1403,2582.876304
1404,2609.913792
1405,2637.015358
1406,2664.179048
1407,2691.40298
1408,2718.685344
1409,2746.024399
1410,2773.418468
1411,2800.865938
1412,2828.365252
1413,2855.914915
1414,2883.513482
1415,2911.159563
1416,2938.851817
1417,2966.58895
1418,2994.369717
1419,3022.192912
1420,3050.057377
1421,3077.961988
1422,3105.905665
1423,3133.887362
1424,3161.906071
1425,3189.960815
1426,3218.050652
1427,3246.174672
1428,3274.331993
1429,3302.521764
1430,3330.74316
1431,3358.995386
1432,3387.277668
1433,3415.589261
1434,3443.929442
1435,3472.29751
1436,3500.692789
1437,3529.11462
1438,3557.562368
1439,3586.035415
1440,3614.533165
1441,3643.055037
1442,3671.600468
1443,3700.168915
1444,3728.759847
1445,3757.372752
1446,3786.007132
1447,3814.662501
1448,3843.338393
1449,3871.336978
1450,3865.520664
1451,3859.928756
1452,3854.562232
1453,3849.422035
1454,3844.509071
1455,3839.824215
1456,3835.3683
1457,3831.142127
1458,3827.146457
1459,3823.382011
1460,3819.849473
1461,3816.549489
1462,3813.48266
1463,3810.649551
1464,3808.050682
1465,3805.686535
1466,3803.557545
1467,3801.664109
1468,3800.006579
1469,3798.585263
1470,3797.400427
1471,3796.452291
1472,3795.741034
1473,3795.266789
1474,3795.029644
1475,3795
1476,3795
1477,3795.029644
1478,3795.266789
1479,2515.800072
1480,2542.842897
1481,2569.951361
1482,2597.123409
1483,2624.357064
1484,2651.650429
1485,2679.00168
1486,2706.40906
1487,2733.870882
1488,2761.385522
1489,2788.951416
1490,2816.567059
1491,2844.231003
1492,2871.941852
1493,2899.69826
1494,2927.498933
1495,2955.34262
1496,2983.228117
1497,3011.154264
1498,3039.119938
1499,3067.12406
1500,3095.165585
1501,3123.243506
1502,3151.356851
1503,3179.504678
1504,3207.686082
1505,3235.900184
1506,3264.146136
1507,3292.42312
1508,3320.730341
1509,3349.067034
1510,3377.432457
1511,3405.825891
1512,3434.246642
1513,3462.694038
1514,3491.167427
1515,3519.666177
1516,3548.189679
1517,3576.73734
1518,3605.308586
1519,3633.902861
1520,3662.519625
1521,3691.158355
1522,3719.818544
1523,3748.4997
1524,3777.201345
1525,3805.923016
1526,3834.664262
1527,3841.933107
1528,3836.07221
1529,3830.437312
1530,3825.029412
1531,3819.849473
1532,3814.898426
1533,3810.177161
1534,3805.686535
1535,3801.427364
1536,3797.400427
1537,3793.606464
1538,3790.046174
1539,3786.720217
1540,3783.62921
1541,3780.77373
1542,3778.154311
1543,3775.771444
1544,3773.625578
1545,3771.717116
1546,3770.046419
1547,3768.613804
1548,3767.419541
1549,3766.463859
1550,3765.746938
1551,3765.268915
1552,3765.02988
1553,3765
1554,3765
1555,3765.02988
1556,3765.268915
1557,2448.724158
1558,2475.772607
1559,2502.888332
1560,2530.069169
1561,2557.313043
1562,2584.61796
1563,2611.982006
1564,2639.403342
1565,2666.8802
1566,2694.410882
1567,2721.993755
1568,2749.627247
1569,2777.309849
1570,2805.040107
1571,2832.81662
1572,2860.638041
1573,2888.503073
1574,2916.410465
1575,2944.359013
1576,2972.347557
1577,3000.374977
1578,3028.440193
1579,3056.542164
1580,3084.679886
1581,3112.85239
1582,3141.058739
1583,3169.29803
1584,3197.569389
1585,3225.871975
1586,3254.204972
1587,3282.567593
1588,3310.959076
1589,3339.378685
1590,3367.825708
1591,3396.299457
1592,3424.799264
1593,3453.324485
1594,3481.874495
1595,3510.448689
1596,3539.046482
1597,3567.667305
1598,3596.310609
1599,3624.975862
1600,3653.662546
1601,3682.370161
1602,3711.09822
1603,3739.846254
1604,3768.613804
1605,3797.400427
1606,3818.671235
1607,3812.538524
1608,3806.63237
1609,3800.953828
1610,3795.503919
1611,3790.283631
1612,3785.293912
1613,3780.535676
1614,3776.009799
1615,3771.717116
1616,3767.658424
1617,3763.834481
1618,3760.246003
1619,3756.893664
1620,3753.778097
1621,3750.899892
1622,3748.259596
1623,3745.857712
1624,3743.694699
1625,3741.770971
1626,3740.086897
1627,3738.642802
1628,3737.438963
1629,3736.475612
1630,3735.752936
1631,3735.271075
1632,3735.03012
1633,3735
1634,3735
1635,3735.03012
1636,3735.271075
1637,2381.648589
1638,2408.70297
1639,2435.826348
1640,2463.016443
1641,2490.27107
1642,2517.588132
1643,2544.965619
1644,2572.401602
1645,2599.894229
1646,2627.441722
1647,2655.042373
1648,2682.694541
1649,2710.39665
1650,2738.147184
1651,2765.944685
1652,2793.787751
1653,2821.675034
1654,2849.605236
1655,2877.577106
1656,2905.589441
1657,2933.641082
1658,2961.730913
1659,2989.857856
1660,3018.020875
1661,3046.218968
1662,3074.451171
1663,3102.716552
1664,3131.014213
1665,3159.343286
1666,3187.702935
1667,3216.092349
1668,3244.510749
1669,3272.957378
1670,3301.431508
1671,3329.932432
1672,3358.459468
1673,3387.011957
1674,3415.589261
1675,3444.190761
1676,3472.81586
1677,3501.46398
1678,3530.134558
1679,3558.827054
1680,3587.540941
1681,3616.275709
1682,3645.030864
1683,3673.805928
1684,3702.600438
1685,3731.413941
1686,3760.246003
1687,3789.096198
1688,3789.333715
1689,3783.153447
