,Unnamed: 0,woodyrip_class,pointid,near_woody
10754,10754,Quercus lobata,1303848,1812.26171583
10755,10755,Quercus lobata,1303849,1840.85849937
10756,10756,Quercus lobata,1303850,1869.49926522
10757,10757,Quercus lobata,1303851,1898.18202253
10758,10758,Quercus lobata,1303852,1926.90489613
10759,10759,Quercus lobata,1303853,1955.6661184
10760,10760,Quercus lobata,1303854,1984.46402201
10761,10761,Quercus lobata,1303855,2013.29424917
10762,10762,Quercus lobata,1303856,2042.13050089
10763,10763,Quercus lobata,1303857,2070.98409088
10764,10764,Quercus lobata,1303858,2099.86981185
10765,10765,Quercus lobata,1303859,2128.78635581
10766,10766,Quercus lobata,1303860,2157.73248357
10767,10767,Quercus lobata,1303861,2186.70702033
10768,10768,Quercus lobata,1303913,394.462839968
10769,10769,Quercus lobata,1303914,392.12056864199997
10770,10770,Quercus lobata,1303915,392.013329305
10771,10771,Quercus lobata,1303916,394.195840101
10772,10772,Quercus lobata,1303917,398.630493509
10773,10773,Quercus lobata,1303918,405.243359418
10774,10774,Quercus lobata,1303919,413.93005490400003
10775,10775,Quercus lobata,1303920,424.563305478
10776,10776,Quercus lobata,1303921,437.001041592
10777,10777,Quercus lobata,1303922,451.09402606599997
10778,10778,Quercus lobata,1303923,466.692329444
10779,10779,Quercus lobata,1303924,483.46557315
10780,10780,Quercus lobata,1303925,501.32371819199994
10781,10781,Quercus lobata,1303926,519.805839915
10782,10782,Quercus lobata,1303927,536.708409846
10783,10783,Quercus lobata,1303928,554.719499567
10784,10784,Quercus lobata,1303929,573.734720244
10785,10785,Quercus lobata,1303930,593.4346449459999
10786,10786,Quercus lobata,1303931,613.834451479
10787,10787,Quercus lobata,1303932,634.9966849040001
10788,10788,Quercus lobata,1303933,656.847658002
10789,10789,Quercus lobata,1303934,679.320912251
10790,10790,Quercus lobata,1303935,702.356716948
10791,10791,Quercus lobata,1303936,725.9015179910001
10792,10792,Quercus lobata,1303937,749.760733697
10793,10793,Quercus lobata,1303938,773.523977532
10794,10794,Quercus lobata,1303939,797.707671891
10795,10795,Quercus lobata,1303940,822.2747203910001
10796,10796,Quercus lobata,1303941,847.191773933
10797,10797,Quercus lobata,1303942,872.428843972
10798,10798,Quercus lobata,1303943,897.9589488360001
10799,10799,Quercus lobata,1303944,923.757792835
10800,10800,Quercus lobata,1303945,949.803477459
10801,10801,Quercus lobata,1303946,975.3854754060001
10802,10802,Quercus lobata,1303947,1001.06844504
10803,10803,Quercus lobata,1303948,1026.98550994
10804,10804,Quercus lobata,1303949,1053.11938717
10805,10805,Quercus lobata,1303950,1079.45432959
10806,10806,Quercus lobata,1303951,1105.97597426
10807,10807,Quercus lobata,1303952,1132.67120632
10808,10808,Quercus lobata,1303953,1159.5280366
10809,10809,Quercus lobata,1303954,1186.53549194
10810,10810,Quercus lobata,1303955,1213.68351708
10811,10811,Quercus lobata,1303956,1240.9628865
10812,10812,Quercus lobata,1303957,1268.36512552
10813,10813,Quercus lobata,1303958,1295.88234894
10814,10814,Quercus lobata,1303959,1323.45033222
10815,10815,Quercus lobata,1303960,1351.06930934
10816,10816,Quercus lobata,1303961,1378.78778884
10817,10817,Quercus lobata,1303962,1406.59989148
10818,10818,Quercus lobata,1303963,1434.50017172
10819,10819,Quercus lobata,1303964,1462.48358304
10820,10820,Quercus lobata,1303965,1490.54544335
10821,10821,Quercus lobata,1303966,1518.68140393
10822,10822,Quercus lobata,1303967,1546.88742145
10823,10823,Quercus lobata,1303968,1575.15973244
10824,10824,Quercus lobata,1303969,1603.49483025
10825,10825,Quercus lobata,1303970,1631.88944437
10826,10826,Quercus lobata,1303971,1660.34052131
10827,10827,Quercus lobata,1303972,1688.84520743
10828,10828,Quercus lobata,1303973,1717.40083343
10829,10829,Quercus lobata,1303974,1746.00489997
10830,10830,Quercus lobata,1303975,1774.6550647
10831,10831,Quercus lobata,1303976,1803.34913055
10832,10832,Quercus lobata,1303977,1832.08503479
10833,10833,Quercus lobata,1303978,1860.86083914
10834,10834,Quercus lobata,1303979,1889.67472086
10835,10835,Quercus lobata,1303980,1918.51082112
10836,10836,Quercus lobata,1303981,1947.35160016
10837,10837,Quercus lobata,1303982,1976.22275482
10838,10838,Quercus lobata,1303983,2005.12705302
10839,10839,Quercus lobata,1303984,2034.06308178
10840,10840,Quercus lobata,1303985,2063.02950601
10841,10841,Quercus lobata,1303986,2092.02506312
10842,10842,Quercus lobata,1303987,2121.0485583
10843,10843,Quercus lobata,1303988,2150.09886021
10844,10844,Quercus lobata,1303989,2179.17489678
10845,10845,Quercus lobata,1304040,369.228715183
10846,10846,Quercus lobata,1304041,364.63976485800004
10847,10847,Quercus lobata,1304042,362.14899744800005
10848,10848,Quercus lobata,1304043,362.03288021
10849,10849,Quercus lobata,1304044,364.39500045
10850,10850,Quercus lobata,1304045,369.187792804
10851,10851,Quercus lobata,1304046,376.318397574
10852,10852,Quercus lobata,1304047,385.657161677
10853,10853,Quercus lobata,1304048,397.048304818
10854,10854,Quercus lobata,1304049,410.32093092199995
10855,10855,Quercus lobata,1304050,425.298925877
10856,10856,Quercus lobata,1304051,441.728869818
10857,10857,Quercus lobata,1304052,459.250372261
10858,10858,Quercus lobata,1304053,478.014031616
10859,10859,Quercus lobata,1304054,494.896774298
10860,10860,Quercus lobata,1304055,512.6213253459999
10861,10861,Quercus lobata,1304056,531.449366544
10862,10862,Quercus lobata,1304057,551.07991783
10863,10863,Quercus lobata,1304058,571.416775937
10864,10864,Quercus lobata,1304059,592.575048262
10865,10865,Quercus lobata,1304060,614.469888472
10866,10866,Quercus lobata,1304061,637.0253525740001
10867,10867,Quercus lobata,1304062,660.173731545
10868,10868,Quercus lobata,1304063,683.85481781
10869,10869,Quercus lobata,1304064,707.640353424
10870,10870,Quercus lobata,1304065,731.541561221
10871,10871,Quercus lobata,1304066,755.877795557
10872,10872,Quercus lobata,1304067,780.608370307
10873,10873,Quercus lobata,1304068,805.696973926
10874,10874,Quercus lobata,1304069,831.11118379
10875,10875,Quercus lobata,1304070,856.822026907
10876,10876,Quercus lobata,1304071,882.803586192
10877,10877,Quercus lobata,1304072,908.578173665
10878,10878,Quercus lobata,1304073,934.17102483
10879,10879,Quercus lobata,1304074,960.01911941
10880,10880,Quercus lobata,1304075,986.102385995
10881,10881,Quercus lobata,1304076,1012.40264798
10882,10882,Quercus lobata,1304077,1038.90342556
10883,10883,Quercus lobata,1304078,1065.58975862
10884,10884,Quercus lobata,1304079,1092.44804894
10885,10885,Quercus lobata,1304080,1119.46591982
10886,10886,Quercus lobata,1304081,1146.63209081
10887,10887,Quercus lobata,1304082,1173.93626643
10888,10888,Quercus lobata,1304083,1201.36903724
10889,10889,Quercus lobata,1304084,1228.9139567
10890,10890,Quercus lobata,1304085,1256.48771369
10891,10891,Quercus lobata,1304086,1284.14518753
10892,10892,Quercus lobata,1304087,1311.90561806
10893,10893,Quercus lobata,1304088,1339.76260533
10894,10894,Quercus lobata,1304089,1367.71024952
10895,10895,Quercus lobata,1304090,1395.74310484
10896,10896,Quercus lobata,1304091,1423.85613833
10897,10897,Quercus lobata,1304092,1452.04469306
10898,10898,Quercus lobata,1304093,1480.30445473
10899,10899,Quercus lobata,1304094,1508.63142174
10900,10900,Quercus lobata,1304095,1537.02187839
10901,10901,Quercus lobata,1304096,1565.47237047
10902,10902,Quercus lobata,1304097,1593.97968326
10903,10903,Quercus lobata,1304098,1622.54082188
10904,10904,Quercus lobata,1304099,1651.15299313
10905,10905,Quercus lobata,1304100,1679.81358926
10906,10906,Quercus lobata,1304101,1708.52017332
10907,10907,Quercus lobata,1304102,1737.27046562
10908,10908,Quercus lobata,1304103,1766.06233147
10909,10909,Quercus lobata,1304104,1794.89109326
10910,10910,Quercus lobata,1304105,1823.72733806
10911,10911,Quercus lobata,1304106,1852.58185424
10912,10912,Quercus lobata,1304107,1881.47220247
10913,10913,Quercus lobata,1304108,1910.39675741
10914,10914,Quercus lobata,1304109,1939.35398849
10915,10915,Quercus lobata,1304110,1968.3424535999998
10916,10916,Quercus lobata,1304111,1997.36079283
10917,10917,Quercus lobata,1304112,2026.40772271
10918,10918,Quercus lobata,1304113,2055.48203122
10919,10919,Quercus lobata,1304114,2084.58257278
10920,10920,Quercus lobata,1304115,2113.70826385
10921,10921,Quercus lobata,1304116,2142.85807898
10922,10922,Quercus lobata,1304117,2172.03104691
10923,10923,Quercus lobata,1304168,339.839771241
10924,10924,Quercus lobata,1304169,334.848300155
10925,10925,Quercus lobata,1304170,332.18255877400003
10926,10926,Quercus lobata,1304171,332.055962684
10927,10927,Quercus lobata,1304172,334.629754138
10928,10928,Quercus lobata,1304173,339.842584672
10929,10929,Quercus lobata,1304174,347.575736141
10930,10930,Quercus lobata,1304175,357.665769055
10931,10931,Quercus lobata,1304176,369.919872891
10932,10932,Quercus lobata,1304177,384.13099634599996
10933,10933,Quercus lobata,1304178,400.09035705800005
10934,10934,Quercus lobata,1304179,417.24853316900004
10935,10935,Quercus lobata,1304180,435.755491558
10936,10936,Quercus lobata,1304181,453.19942321400003
10937,10937,Quercus lobata,1304182,470.58211102
10938,10938,Quercus lobata,1304183,489.18843935800004
10939,10939,Quercus lobata,1304184,508.737136274
10940,10940,Quercus lobata,1304185,529.000500791
10941,10941,Quercus lobata,1304186,550.154147329
10942,10942,Quercus lobata,1304187,572.099328634
10943,10943,Quercus lobata,1304188,594.748432399
10944,10944,Quercus lobata,1304189,618.024072204
10945,10945,Quercus lobata,1304190,641.858091655
10946,10946,Quercus lobata,1304191,665.55884925
10947,10947,Quercus lobata,1304192,689.613491599
10948,10948,Quercus lobata,1304193,714.1183051810001
10949,10949,Quercus lobata,1304194,739.028510829
10950,10950,Quercus lobata,1304195,764.304471919
10951,10951,Quercus lobata,1304196,789.91107841
10952,10952,Quercus lobata,1304197,815.817196326
10953,10953,Quercus lobata,1304198,841.8145696260001
10954,10954,Quercus lobata,1304199,867.302124772
10955,10955,Quercus lobata,1304200,893.070087766
10956,10956,Quercus lobata,1304201,919.09487412
10957,10957,Quercus lobata,1304202,945.3552737639999
10958,10958,Quercus lobata,1304203,971.832186988
10959,10959,Quercus lobata,1304204,998.508390367
10960,10960,Quercus lobata,1304205,1025.36832974
10961,10961,Quercus lobata,1304206,1052.39793694
10962,10962,Quercus lobata,1304207,1079.58446804
10963,10963,Quercus lobata,1304208,1106.91636072
10964,10964,Quercus lobata,1304209,1134.38310798
10965,10965,Quercus lobata,1304210,1161.94556442
10966,10966,Quercus lobata,1304211,1189.53854862
10967,10967,Quercus lobata,1304212,1217.23845104
10968,10968,Quercus lobata,1304213,1245.04495286
10969,10969,Quercus lobata,1304214,1272.95106844
10970,10970,Quercus lobata,1304215,1300.95038749
10971,10971,Quercus lobata,1304216,1329.03701929
10972,10972,Quercus lobata,1304217,1357.20554326
10973,10973,Quercus lobata,1304218,1385.45096438
10974,10974,Quercus lobata,1304219,1413.76867367
10975,10975,Quercus lobata,1304220,1442.1544129000001
10976,10976,Quercus lobata,1304221,1470.60424272
10977,10977,Quercus lobata,1304222,1499.11451419
10978,10978,Quercus lobata,1304223,1527.6818434
10979,10979,Quercus lobata,1304224,1556.30308832
10980,10980,Quercus lobata,1304225,1584.97532809
10981,10981,Quercus lobata,1304226,1613.69584453
10982,10982,Quercus lobata,1304227,1642.46210511
10983,10983,Quercus lobata,1304228,1671.2717477
10984,10984,Quercus lobata,1304229,1700.10766995
10985,10985,Quercus lobata,1304230,1728.9484309
10986,10986,Quercus lobata,1304231,1757.82274381
10987,10987,Quercus lobata,1304232,1786.73414941
10988,10988,Quercus lobata,1304233,1815.6808758000002
10989,10989,Quercus lobata,1304234,1844.66126014
10990,10990,Quercus lobata,1304235,1873.67374072
10991,10991,Quercus lobata,1304236,1902.71684933
10992,10992,Quercus lobata,1304237,1931.78920451
10993,10993,Quercus lobata,1304238,1960.88950547
10994,10994,Quercus lobata,1304239,1990.01652625
10995,10995,Quercus lobata,1304240,2019.16911047
10996,10996,Quercus lobata,1304241,2048.34616671
10997,10997,Quercus lobata,1304242,2077.54666391
10998,10998,Quercus lobata,1304243,2106.76962734
10999,10999,Quercus lobata,1304244,2136.01413494
11000,11000,Quercus lobata,1304245,2165.27931379
11001,11001,Quercus lobata,1304295,318.77889219900004
11002,11002,Quercus lobata,1304296,310.56769973
11003,11003,Quercus lobata,1304297,305.097705851
11004,11004,Quercus lobata,1304298,302.222779341
11005,11005,Quercus lobata,1304299,302.083628078
11006,11006,Quercus lobata,1304300,304.91052515900003
11007,11007,Quercus lobata,1304301,310.622501367
11008,11008,Quercus lobata,1304302,319.06464604
11009,11009,Quercus lobata,1304303,330.027511509
11010,11010,Quercus lobata,1304304,343.269672937
11011,11011,Quercus lobata,1304305,358.53867065099996
11012,11012,Quercus lobata,1304306,375.342207088
11013,11013,Quercus lobata,1304307,393.533076667
11014,11014,Quercus lobata,1304308,411.65108672199995
11015,11015,Quercus lobata,1304309,428.619205356
11016,11016,Quercus lobata,1304310,446.95886747
11017,11017,Quercus lobata,1304311,466.409553743
11018,11018,Quercus lobata,1304312,486.58599221800006
11019,11019,Quercus lobata,1304313,507.73416650400003
11020,11020,Quercus lobata,1304314,529.737708515
11021,11021,Quercus lobata,1304315,552.49443058
11022,11022,Quercus lobata,1304316,575.9150560969999
11023,11023,Quercus lobata,1304317,599.8200628469999
11024,11024,Quercus lobata,1304318,623.524092392
11025,11025,Quercus lobata,1304319,647.750322125
11026,11026,Quercus lobata,1304320,672.442314101
11027,11027,Quercus lobata,1304321,697.550608769
11028,11028,Quercus lobata,1304322,723.0318373460001
11029,11029,Quercus lobata,1304323,748.84793102
11030,11030,Quercus lobata,1304324,774.965424902
11031,11031,Quercus lobata,1304325,800.468892373
11032,11032,Quercus lobata,1304326,826.1426351619999
11033,11033,Quercus lobata,1304327,852.0990902660001
11034,11034,Quercus lobata,1304328,878.313193378
11035,11035,Quercus lobata,1304329,904.762549862
11036,11036,Quercus lobata,1304330,931.427118798
11037,11037,Quercus lobata,1304331,958.288935376
11038,11038,Quercus lobata,1304332,985.331867765
11039,11039,Quercus lobata,1304333,1012.5414043999999
11040,11040,Quercus lobata,1304334,1039.90446757
11041,11041,Quercus lobata,1304335,1067.40918889
11042,11042,Quercus lobata,1304336,1094.97717215
11043,11043,Quercus lobata,1304337,1122.60524793
11044,11044,Quercus lobata,1304338,1150.35213333
11045,11045,Quercus lobata,1304339,1178.20945449
11046,11046,Quercus lobata,1304340,1206.16955968
11047,11047,Quercus lobata,1304341,1234.22546346
11048,11048,Quercus lobata,1304342,1262.3707785999998
11049,11049,Quercus lobata,1304343,1290.59965547
11050,11050,Quercus lobata,1304344,1318.90672856
11051,11051,Quercus lobata,1304345,1347.28706913
11052,11052,Quercus lobata,1304346,1375.73614283
11053,11053,Quercus lobata,1304347,1404.24977217
11054,11054,Quercus lobata,1304348,1432.82410318
11055,11055,Quercus lobata,1304349,1461.45557534
11056,11056,Quercus lobata,1304350,1490.1408949000001
11057,11057,Quercus lobata,1304351,1518.87701104
11058,11058,Quercus lobata,1304352,1547.66109427
11059,11059,Quercus lobata,1304353,1576.48793736
11060,11060,Quercus lobata,1304354,1605.32418689
11061,11061,Quercus lobata,1304355,1634.17990097
11062,11062,Quercus lobata,1304356,1663.07608685
11063,11063,Quercus lobata,1304357,1692.0106951999999
11064,11064,Quercus lobata,1304358,1720.98178803
11065,11065,Quercus lobata,1304359,1749.98755329
11066,11066,Quercus lobata,1304360,1779.0262950999997
11067,11067,Quercus lobata,1304361,1808.09642462
11068,11068,Quercus lobata,1304362,1837.19645184
11069,11069,Quercus lobata,1304363,1866.32497831
11070,11070,Quercus lobata,1304364,1895.48069015
11071,11071,Quercus lobata,1304365,1924.66235186
11072,11072,Quercus lobata,1304366,1953.86880078
11073,11073,Quercus lobata,1304367,1983.09894174
11074,11074,Quercus lobata,1304368,2012.35174228
11075,11075,Quercus lobata,1304369,2041.62622844
11076,11076,Quercus lobata,1304370,2070.92148058
11077,11077,Quercus lobata,1304371,2100.23662962
11078,11078,Quercus lobata,1304372,2129.56140197
11079,11079,Quercus lobata,1304373,2158.89300636
11080,11080,Quercus lobata,1304423,290.484436953
11081,11081,Quercus lobata,1304424,281.448968937
11082,11082,Quercus lobata,1304425,275.401227513
11083,11083,Quercus lobata,1304426,272.271857437
11084,11084,Quercus lobata,1304427,272.117390758
11085,11085,Quercus lobata,1304428,275.252219524
11086,11086,Quercus lobata,1304429,281.566500769
11087,11087,Quercus lobata,1304430,290.853235073
11088,11088,Quercus lobata,1304431,302.839089869
11089,11089,Quercus lobata,1304432,317.218259813
11090,11090,Quercus lobata,1304433,333.567394122
11091,11091,Quercus lobata,1304434,351.359810481
11092,11092,Quercus lobata,1304435,370.30192709
11093,11093,Quercus lobata,1304436,386.757447504
11094,11094,Quercus lobata,1304437,404.77046483099997
11095,11095,Quercus lobata,1304438,424.09174531699995
11096,11096,Quercus lobata,1304439,444.173756341
11097,11097,Quercus lobata,1304440,465.31535738900004
11098,11098,Quercus lobata,1304441,487.387359126
11099,11099,Quercus lobata,1304442,510.269040627
11100,11100,Quercus lobata,1304443,533.856300724
11101,11101,Quercus lobata,1304444,557.671785022
11102,11102,Quercus lobata,1304445,581.546219825
11103,11103,Quercus lobata,1304446,605.965503798
11104,11104,Quercus lobata,1304447,630.866370805
11105,11105,Quercus lobata,1304448,656.193998596
11106,11106,Quercus lobata,1304449,681.9008357480001
11107,11107,Quercus lobata,1304450,707.94557405
11108,11108,Quercus lobata,1304451,733.681074876
11109,11109,Quercus lobata,1304452,759.242468275
11110,11110,Quercus lobata,1304453,785.1180367669999
11111,11111,Quercus lobata,1304454,811.277719176
11112,11112,Quercus lobata,1304455,837.6948988930001
11113,11113,Quercus lobata,1304456,864.345966417
11114,11114,Quercus lobata,1304457,891.209939146
11115,11115,Quercus lobata,1304458,918.268131665
11116,11116,Quercus lobata,1304459,945.503869725
11117,11117,Quercus lobata,1304460,972.902242588
11118,11118,Quercus lobata,1304461,1000.44079663
11119,11119,Quercus lobata,1304462,1028.01538835
11120,11120,Quercus lobata,1304463,1055.6908291000002
11121,11121,Quercus lobata,1304464,1083.49001594
11122,11122,Quercus lobata,1304465,1111.40366325
11123,11123,Quercus lobata,1304466,1139.42335883
11124,11124,Quercus lobata,1304467,1167.54146764
11125,11125,Quercus lobata,1304468,1195.75104712
11126,11126,Quercus lobata,1304469,1224.0457731
11127,11127,Quercus lobata,1304470,1252.41987474
11128,11128,Quercus lobata,1304471,1280.86807701
11129,11129,Quercus lobata,1304472,1309.38555004
11130,11130,Quercus lobata,1304473,1337.96786458
11131,11131,Quercus lobata,1304474,1366.61095221
11132,11132,Quercus lobata,1304475,1395.31107021
11133,11133,Quercus lobata,1304476,1424.06477053
11134,11134,Quercus lobata,1304477,1452.86887182
11135,11135,Quercus lobata,1304478,1481.7045188
11136,11136,Quercus lobata,1304479,1510.54529845
11137,11137,Quercus lobata,1304480,1539.42366512
11138,11138,Quercus lobata,1304481,1568.34414038
11139,11139,Quercus lobata,1304482,1597.30443706
11140,11140,Quercus lobata,1304483,1626.30242782
11141,11141,Quercus lobata,1304484,1655.33613162
11142,11142,Quercus lobata,1304485,1684.40370181
11143,11143,Quercus lobata,1304486,1713.50341486
11144,11144,Quercus lobata,1304487,1742.63366049
11145,11145,Quercus lobata,1304488,1771.79293278
11146,11146,Quercus lobata,1304489,1800.97982185
11147,11147,Quercus lobata,1304490,1830.1930063999998
11148,11148,Quercus lobata,1304491,1859.43124709
11149,11149,Quercus lobata,1304492,1888.69338028
11150,11150,Quercus lobata,1304493,1917.97831235
11151,11151,Quercus lobata,1304494,1947.28501475
11152,11152,Quercus lobata,1304495,1976.60842288
11153,11153,Quercus lobata,1304496,2005.93560685
11154,11154,Quercus lobata,1304497,2035.27985811
11155,11155,Quercus lobata,1304498,2064.64295773
11156,11156,Quercus lobata,1304499,2094.02411276
11157,11157,Quercus lobata,1304500,2123.42257378
11158,11158,Quercus lobata,1304501,2152.8376318000005
11159,11159,Quercus lobata,1304551,262.568913074
11160,11160,Quercus lobata,1304552,252.536627277
11161,11161,Quercus lobata,1304553,245.778481801
11162,11162,Quercus lobata,1304554,242.33307729900002
11163,11163,Quercus lobata,1304555,242.159514275
11164,11164,Quercus lobata,1304556,245.67690236099997
11165,11165,Quercus lobata,1304557,252.731182003
11166,11166,Quercus lobata,1304558,263.037944703
11167,11167,Quercus lobata,1304559,276.23336213
11168,11168,Quercus lobata,1304560,291.924599215
11169,11169,Quercus lobata,1304561,309.255800952
11170,11170,Quercus lobata,1304562,328.368178152
11171,11171,Quercus lobata,1304563,345.03365518199996
11172,11172,Quercus lobata,1304564,362.63760036800005
11173,11173,Quercus lobata,1304565,381.773953631
11174,11174,Quercus lobata,1304566,401.76451291
11175,11175,Quercus lobata,1304567,422.89807261699997
11176,11176,Quercus lobata,1304568,445.051497945
11177,11177,Quercus lobata,1304569,468.080005808
11178,11178,Quercus lobata,1304570,491.860699613
11179,11179,Quercus lobata,1304571,515.569133865
11180,11180,Quercus lobata,1304572,539.638506605
11181,11181,Quercus lobata,1304573,564.276442707
11182,11182,Quercus lobata,1304574,589.411647149
11183,11183,Quercus lobata,1304575,614.983150838
11184,11184,Quercus lobata,1304576,640.938734822
11185,11185,Quercus lobata,1304577,666.952315862
11186,11186,Quercus lobata,1304578,692.3774964969999
11187,11187,Quercus lobata,1304579,718.1558352010001
11188,11188,Quercus lobata,1304580,744.2506363
11189,11189,Quercus lobata,1304581,770.6297526430001
11190,11190,Quercus lobata,1304582,797.264963255
11191,11191,Quercus lobata,1304583,824.131438324
11192,11192,Quercus lobata,1304584,851.207280081
11193,11193,Quercus lobata,1304585,878.473129716
11194,11194,Quercus lobata,1304586,905.9118310489999
11195,11195,Quercus lobata,1304587,933.472404383
11196,11196,Quercus lobata,1304588,961.0703526030001
11197,11197,Quercus lobata,1304589,988.799125532
11198,11198,Quercus lobata,1304590,1016.65687362
11199,11199,Quercus lobata,1304591,1044.63327855
11200,11200,Quercus lobata,1304592,1072.71905672
11201,11201,Quercus lobata,1304593,1100.90583734
11202,11202,Quercus lobata,1304594,1129.1860566999999
11203,11203,Quercus lobata,1304595,1157.55286646
11204,11204,Quercus lobata,1304596,1186.00005341
11205,11205,Quercus lobata,1304597,1214.5219696
11206,11206,Quercus lobata,1304598,1243.11347135
11207,11207,Quercus lobata,1304599,1271.76986546
11208,11208,Quercus lobata,1304600,1300.48686216
11209,11209,Quercus lobata,1304601,1329.26053378
11210,11210,Quercus lobata,1304602,1358.08478149
11211,11211,Quercus lobata,1304603,1386.92103574
11212,11212,Quercus lobata,1304604,1415.77836213
11213,11213,Quercus lobata,1304605,1444.68214245
11214,11214,Quercus lobata,1304606,1473.62974137
11215,11215,Quercus lobata,1304607,1502.61862649
11216,11216,Quercus lobata,1304608,1531.64645357
11217,11217,Quercus lobata,1304609,1560.7110497
11218,11218,Quercus lobata,1304610,1589.81039834
11219,11219,Quercus lobata,1304611,1618.94262552
11220,11220,Quercus lobata,1304612,1648.10598769
11221,11221,Quercus lobata,1304613,1677.29886087
11222,11222,Quercus lobata,1304614,1706.51973054
11223,11223,Quercus lobata,1304615,1735.76718274
11224,11224,Quercus lobata,1304616,1765.03989605
11225,11225,Quercus lobata,1304617,1794.33663417
11226,11226,Quercus lobata,1304618,1823.65544374
11227,11227,Quercus lobata,1304619,1852.98038436
11228,11228,Quercus lobata,1304620,1882.31844992
11229,11229,Quercus lobata,1304621,1911.67706186
11230,11230,Quercus lobata,1304622,1941.05528794
11231,11231,Quercus lobata,1304623,1970.45225086
11232,11232,Quercus lobata,1304624,1999.8671243000001
11233,11233,Quercus lobata,1304625,2029.29912946
11234,11234,Quercus lobata,1304626,2058.74753161
11235,11235,Quercus lobata,1304627,2088.21163698
11236,11236,Quercus lobata,1304628,2117.69079019
11237,11237,Quercus lobata,1304629,2147.18437143
11238,11238,Quercus lobata,1304678,249.54227320400003
11239,11239,Quercus lobata,1304679,235.167302387
11240,11240,Quercus lobata,1304680,223.91063868400002
11241,11241,Quercus lobata,1304681,216.259769989
11242,11242,Quercus lobata,1304682,212.411573019
11243,11243,Quercus lobata,1304683,212.21353951400002
11244,11244,Quercus lobata,1304684,216.218630911
11245,11245,Quercus lobata,1304685,224.201709083
11246,11246,Quercus lobata,1304686,235.75902178400003
11247,11247,Quercus lobata,1304687,250.396138853
11248,11248,Quercus lobata,1304688,267.253782812
11249,11249,Quercus lobata,1304689,286.026387632
11250,11250,Quercus lobata,1304690,303.50473340599996
11251,11251,Quercus lobata,1304691,320.58217231599997
11252,11252,Quercus lobata,1304692,339.45616195400004
11253,11253,Quercus lobata,1304693,359.359321324
11254,11254,Quercus lobata,1304694,380.482821994
11255,11255,Quercus lobata,1304695,402.734694088
11256,11256,Quercus lobata,1304696,425.93812910099996
11257,11257,Quercus lobata,1304697,449.91894581800005
11258,11258,Quercus lobata,1304698,473.524280046
11259,11259,Quercus lobata,1304699,497.8186716
11260,11260,Quercus lobata,1304700,522.706051055
11261,11261,Quercus lobata,1304701,548.105648387
11262,11262,Quercus lobata,1304702,573.949464494
11263,11263,Quercus lobata,1304703,600.180117809
11264,11264,Quercus lobata,1304704,625.559005715
11265,11265,Quercus lobata,1304705,651.218301057
11266,11266,Quercus lobata,1304706,677.2344362580001
11267,11267,Quercus lobata,1304707,703.5678273139999
11268,11268,Quercus lobata,1304708,730.1841504930001
11269,11269,Quercus lobata,1304709,757.053564589
11270,11270,Quercus lobata,1304710,784.150053008
11271,11271,Quercus lobata,1304711,811.45086828
11272,11272,Quercus lobata,1304712,838.936028857
11273,11273,Quercus lobata,1304713,866.5040121019999
11274,11274,Quercus lobata,1304714,894.14585312
11275,11275,Quercus lobata,1304715,921.9350815989999
11276,11276,Quercus lobata,1304716,949.8588224839999
11277,11277,Quercus lobata,1304717,977.905553032
11278,11278,Quercus lobata,1304718,1006.06498731
11279,11279,Quercus lobata,1304719,1034.32792027
11280,11280,Quercus lobata,1304720,1062.68609413
11281,11281,Quercus lobata,1304721,1091.13208306
11282,11282,Quercus lobata,1304722,1119.65919397
11283,11283,Quercus lobata,1304723,1148.26138081
11284,11284,Quercus lobata,1304724,1176.93317002
11285,11285,Quercus lobata,1304725,1205.66959597
11286,11286,Quercus lobata,1304726,1234.4661448
11287,11287,Quercus lobata,1304727,1263.30136766
11288,11288,Quercus lobata,1304728,1292.14222153
11289,11289,Quercus lobata,1304729,1321.02598107
11290,11290,Quercus lobata,1304730,1349.95843073
11291,11291,Quercus lobata,1304731,1378.93650567
11292,11292,Quercus lobata,1304732,1407.95738879
11293,11293,Quercus lobata,1304733,1437.01848656
11294,11294,Quercus lobata,1304734,1466.11740753
11295,11295,Quercus lobata,1304735,1495.25194354
11296,11296,Quercus lobata,1304736,1524.42005258
11297,11297,Quercus lobata,1304737,1553.61984368
11298,11298,Quercus lobata,1304738,1582.8495635
11299,11299,Quercus lobata,1304739,1612.1075840999997
11300,11300,Quercus lobata,1304740,1641.39239204
11301,11301,Quercus lobata,1304741,1670.70257876
11302,11302,Quercus lobata,1304742,1700.027237
11303,11303,Quercus lobata,1304743,1729.35866518
11304,11304,Quercus lobata,1304744,1758.71198177
11305,11305,Quercus lobata,1304745,1788.08676437
11306,11306,Quercus lobata,1304746,1817.48197208
11307,11307,Quercus lobata,1304747,1846.89662971
11308,11308,Quercus lobata,1304748,1876.32982253
11309,11309,Quercus lobata,1304749,1905.78069169
11310,11310,Quercus lobata,1304750,1935.24843026
11311,11311,Quercus lobata,1304751,1964.73227919
11312,11312,Quercus lobata,1304752,1994.23152388
11313,11313,Quercus lobata,1304753,2023.74549112
11314,11314,Quercus lobata,1304754,2053.27354605
11315,11315,Quercus lobata,1304806,224.571975357
11316,11316,Quercus lobata,1304807,208.482340048
