cwhr_id,whr13_code,habitat_suitability
B214,1034,0.666666666666667
B545,1,0.348333333333333
M185,11,0.320833333333333
B505,1023,0.256666666666667
M001,3,0.22
B251,4,0.22
B343,1037,0.66
M124,1023,0.886666666666667
R079,6,1
B134,11,0.44
B311,4,0.33
M182,1,0.385
M176,4,1
B255,1043,1
M045,11,0.729428571428572
A045,13,0.66
B501,11,0.33
B506,13,0.44
B798,3,0.22
M149,1052,0.11
M082,6,0.66
B524,1023,0.618666666666667
R040,1039,0.33
B430,11,0.647904761904762
A021,1,0.860416666666667
B273,4,0.44
B304,8,0.33
M053,4,1
B166,5,0.666666666666667
A037,1037,0.33
M130,11,1
M162,8,0.773333333333333
B376,4,0.367777777777778
M018,3,1
B362,2,1
M153,11,0.951428571428571
B087,9,0.628888888888889
R019,12,1
B146,1023,0.66
B377,12,0.44
B052,1040,0.666666666666667
R034,3,0.33
M030,1037,0.11
M006,6,0.55
R061,1052,0.33
B426,1042,0.22
B128,4,0.22
M072,8,0.83
B809,1063,0.22
B380,1063,0.33
R046,6,0.33
B536,6,0.22
M152,6,0.22
B360,8,0.66
B110,4,0.11
M161,11,0.904285714285714
B340,11,0.904285714285714
M033,11,0.66
B172,9,0.498333333333333
M126,4,0.854285714285714
B773,11,0.235714285714286
B435,1037,0.11
M113,6,0.773333333333333
R004,2,0.66
M025,6,0.11
M157,1039,0.44
B539,8,0.22
M043,5,0.776666666666667
B798,1034,0.44
M124,13,0.66
M046,8,0.385
M166,1,1
B489,13,0.366666666666667
M023,9,0.165
B505,13,0.55
B125,6,0.331666666666667
A039,1043,0.33
B229,5,0.666666666666667
M174,8,1
B341,6,0.333333333333333
B496,12,1
R011,8,0.33
B309,1,0.84979020979021
R037,1052,0.33
R041,12,0.33
B168,1023,0.366666666666667
R080,1023,0.33
B430,12,0.22
M001,1034,0.44
B109,2,0.886666666666667
B524,13,0.44
M151,1023,0.11
B506,1023,0.275
B864,9,0.404444444444444
B059,6,0.777777777777778
M004,4,1
A045,1023,0.33
B159,5,0.666666666666667
M122,4,0.594
M070,1037,0.773333333333333
M003,1,0.48125
B214,3,0.44
M117,1040,0.55
M162,1037,0.443333333333333
M100,13,0.66
B255,1052,0.33
M038,9,0.11
B369,11,0.884857142857143
A016,2,1
R029,1023,0.33
B253,1043,0.333333333333333
M149,1043,0.44
M030,8,0.22
R080,2,0.775
B334,6,0.11
M170,5,0.443333333333333
M169,5,0.443333333333333
B275,8,0.773333333333333
R056,8,0.33
B510,1042,0.44
B506,2,0.48
M151,2,1
B538,6,0.33
B109,1023,0.333333333333333
M113,1039,0.773333333333333
B358,1063,0.33
B409,1052,0.44
M072,1037,0.773333333333333
M025,1039,0.11
M157,6,0.773333333333333
A066,11,0.752666666666667
B380,12,0.293333333333333
B077,1040,0.33
B435,8,0.44
M152,1039,0.11
A045,2,0.33
R077,1,0.33
R075,13,0.44
R021,13,0.495
B461,6,1
B262,1040,0.666666666666667
R030,13,0.553333333333333
B341,1039,0.333333333333333
M068,3,0.662222222222222
B131,6,0.406666666666667
B509,6,0.11
R025,8,0.33
M008,8,0.66
B367,13,1
R017,12,1
M145,1049,0.11
B191,9,0.638333333333333
R051,1034,0.33
R058,1034,0.66
B340,5,0.333333333333333
A057,3,0.33
A070,11,0.495
R094,8,0.33
B084,1052,0.44
M037,1040,0.11
A006,3,0.33
M045,1063,0.441111111111111
A058,11,0.951428571428571
B163,9,0.886666666666667
B389,8,0.55
M233,3,0.11
B297,1042,0.776666666666667
M034,1049,0.11
R004,1023,0.33
M047,1052,0.33
B385,2,0.553333333333333
B430,1063,0.44
M142,1043,0.66
B083,3,0.33
M032,1049,0.22
M165,1049,0.11
M070,8,0.33
M074,12,0.915
B067,1040,0.666666666666667
B497,13,0.66
R020,1,0.33
R003,9,0.495
B127,1039,0.666666666666667
B489,2,0.663333333333333
M044,4,0.665
B505,2,0.773333333333333
B199,1052,0.44
A007,11,0.863214285714286
M153,1063,0.183333333333333
R022,8,0.66
B380,11,0.871904761904762
A053,5,1
B339,9,0.258888888888889
B115,8,0.718333333333333
A012,2,0.83
M005,6,1
B809,11,0.276571428571429
B471,8,0.66
A039,1052,0.33
B070,1052,0.44
B321,6,0.553333333333333
M108,3,0.66
B217,9,0.366666666666667
R036,3,0.44
B051,6,0.333333333333333
B773,1063,0.22
R037,1043,0.33
B178,9,0.666666666666667
M161,1063,0.183333333333333
B524,2,0.513333333333333
B522,9,0.22
B340,1063,0.11
B075,1052,0.44
B463,1034,0.22
M177,1,0.801904761904762
B083,1034,0.66
A008,2,1
B277,1,0.403801652892562
B190,9,0.666666666666667
B105,2,0.666666666666667
B200,1023,0.627777777777778
A032,2,0.66
M121,12,1
B164,5,1
M178,6,0.776666666666667
B344,1049,0.333333333333333
B338,6,0.333333333333333
R051,3,0.773333333333333
B410,4,0.385
R078,1023,0.33
R058,3,0.773333333333333
R019,5,0.33
R040,6,0.33
M102,4,0.915
M012,2,0.33
M065,8,0.33
B381,11,0.458095238095238
R033,4,1
R061,1043,0.33
R063,1,0.55
B331,1,0.605
B579,9,0.666666666666667
B158,3,1
M031,11,0.518571428571429
B544,1,0.396
B426,13,0.22
M123,3,0.886666666666667
B301,8,1
B150,1052,0.44
M085,12,0.33
B463,4,0.44
B067,6,0.591111111111111
M233,4,0.866
B548,9,0.5825
B264,12,0.5825
M080,2,0.886666666666667
B323,1,1
A032,1042,0.33
B382,8,0.666666666666667
B357,2,0.55
A057,4,0.5775
B154,5,1
M119,13,0.66
B410,1034,0.44
M081,5,0.33
B132,8,0.66
B530,1049,0.66
B051,1040,0.666666666666667
B326,11,0.935714285714286
B342,1039,0.886666666666667
M140,1052,0.33
M038,1,0.169583333333333
B183,1039,0.666666666666667
M146,1039,0.44
A020,11,0.826571428571429
B317,1,0.829111111111111
B495,6,0.33
B282,1023,0.11
B321,1040,0.44
M051,1023,0.684666666666667
B504,1063,0.44
B165,11,0.22
B491,13,0.44
A034,9,0.495
B117,2,0.886666666666667
B296,11,0.888571428571429
B044,9,0.86
M028,8,0.66
M148,1,0.33
M136,1037,0.773333333333333
B505,1042,0.22
B489,1042,0.886666666666667
B291,12,0.22
R052,8,0.33
R044,1,0.33
R024,12,1
B050,6,1
M060,11,1
M077,1049,0.11
M061,8,0.83
B525,1034,0.22
R040,1040,0.33
M141,11,0.855714285714286
B233,1023,0.22
R062,1052,0.33
B265,12,0.3025
B404,1052,0.44
B524,1042,1
B351,1063,0.333333333333333
B390,11,0.551047619047619
M059,11,1
B298,1063,0.666666666666667
M096,12,0.83
B108,8,1
B528,1,0.605325443786982
R033,3,0.33
M159,2,0.33
B264,11,0.904285714285714
B148,1023,0.718333333333333
B052,1039,0.666666666666667
M144,3,0.66
B114,1037,1
B140,1052,0.44
M135,1023,0.745
R005,8,0.33
M160,1037,0.44
B411,1,0.463636363636364
B537,1,0.766919191919192
R064,2,0.66
B121,1052,0.33
M102,3,0.587777777777778
R057,8,0.665
B334,1040,0.11
M029,8,0.44
B533,13,0.553333333333333
M085,11,0.33
A059,11,0.951428571428571
R051,4,0.66
B339,1,0.66
B410,3,0.666666666666667
B337,1037,1
R015,12,0.553333333333333
M031,12,0.305
R058,4,0.775
B111,1052,0.22
M094,12,0.773333333333333
B282,13,0.184444444444444
M157,1040,0.44
M095,2,0.66
B129,1052,0.33
B538,1040,0.553333333333333
B366,8,0.776666666666667
B216,5,0.553333333333333
B326,12,0.513333333333333
B373,5,1
B158,1034,1
M181,1049,0.22
B385,1042,0.44
B077,6,0.74
M123,1034,1
B483,1,0.627272727272727
B319,13,0.33
B294,1063,0.55
B071,1052,0.44
R036,4,0.66
B093,6,0.22
B372,6,0.74
B291,11,0.601904761904762
M112,2,0.553333333333333
B543,8,0.495
B131,1040,0.33
R063,9,0.666666666666667
M067,8,0.773333333333333
M108,4,0.33
B262,6,0.331666666666667
B477,1063,0.44
M039,1043,0.11
B491,1023,0.44
R048,6,0.33
M037,6,0.22
B303,1063,1
B393,1063,0.702222222222222
M081,1063,1
R032,5,1
B047,5,0.666666666666667
B542,1037,0.11
B408,1043,0.44
A028,1039,0.33
M051,13,0.924444444444445
B552,13,0.66
M117,1039,0.55
R053,4,0.58
M151,1042,0.11
B506,1042,0.22
B510,2,0.7
M056,1,1
B058,1034,0.333333333333333
B116,1063,0.627777777777778
B265,11,0.951428571428571
B053,11,0.22
B076,8,0.33
A003,2,0.66
R024,11,0.612857142857143
R070,5,1
B277,9,0.183333333333333
M060,12,0.33
R071,11,0.594
B109,8,0.22
B057,1052,0.666666666666667
M013,3,0.495
B300,2,0.888333333333333
M134,1049,0.33
M141,1039,0.44
M045,1040,0.663333333333333
B128,1052,0.33
B287,1049,0.55
R022,13,0.33
B435,1023,0.154
M117,12,0.66
M158,2,1
B115,13,0.405555555555556
A014,11,0.886666666666667
B471,13,0.33
M016,6,1
B114,1042,0.553333333333333
M046,2,0.44
A028,12,0.55
M050,1,0.403333333333333
B348,1034,0.22
B260,4,0.5525
A037,1023,0.33
B648,9,0.666666666666667
A050,9,1
M110,4,0.5775
M160,1042,0.44
M081,6,1
R061,4,0.53
R074,1,0.33
B303,6,0.11
M037,1063,0.11
B485,1049,0.44
B629,9,0.553333333333333
B535,6,0.22
B262,1063,0.666666666666667
B273,1052,0.44
B477,6,0.66
B275,1023,0.333333333333333
R013,12,0.553333333333333
R073,12,0.5775
M133,1,0.5511
B497,8,0.66
B410,1043,0.22
R045,12,0.66
M174,2,0.665
M030,1023,0.1375
M102,1043,0.33
B135,4,1
R029,8,0.33
B532,4,0.33
B294,6,0.333333333333333
M128,6,0.553333333333333
M072,2,0.773333333333333
B389,1023,0.183333333333333
A001,6,0.33
B360,2,0.66
M151,1037,0.11
B164,1040,0.663333333333333
B281,1042,0.11
B342,11,1
M070,1023,0.690833333333333
M146,11,0.951428571428571
B539,2,0.22
B079,6,0.886666666666667
B304,2,1
M162,2,1
B269,11,0.808571428571429
M039,3,0.183333333333333
M031,1039,0.11
B173,1052,0.33
B362,8,1
R037,4,0.665
B343,13,1
B042,9,0.702222222222222
B226,1034,0.333333333333333
M107,1,1
M026,9,0.11
B398,1,0.33
B542,1042,0.33
B276,9,0.773333333333333
M117,11,0.728
B185,1023,0.517777777777778
A043,9,1
B435,13,0.368888888888889
R050,12,0.55
B115,1023,0.11
M023,1049,0.22
R022,1023,0.4125
B082,1040,0.33
B351,6,0.333333333333333
B254,4,0.22
R056,13,0.55
R027,4,0.33
B257,4,0.275
B053,1039,0.44
R071,12,0.5775
R024,1039,0.33
B259,13,1
M147,1052,0.44
M138,3,0.33
M142,4,0.44
B119,1042,0.553333333333333
M030,13,0.183333333333333
B113,1,0.579625246548323
R045,11,0.661666666666667
B307,1,0.841173469387755
R073,11,0.33
B275,13,0.777777777777778
A047,6,1
B547,1023,0.368888888888889
A028,11,0.531666666666667
B094,1023,0.22
A032,1037,0.33
A037,13,0.33
B211,9,0.555
B151,1039,0.666666666666667
M100,8,0.33
B365,4,0.44
M146,12,0.716666666666667
M149,4,0.902857142857143
B495,1063,0.55
M163,6,0.367777777777778
B141,4,0.55047619047619
B062,6,0.61
M037,5,0.44
B308,11,0.716666666666667
B340,1040,0.22
M161,1040,0.33
B512,2,1
B107,1052,0.44
B162,5,1
M180,1,1
B475,1042,0.66
B133,1049,0.55
B436,4,0.256666666666667
M055,2,0.886666666666667
B262,5,0.666666666666667
B524,1037,0.663333333333333
M039,1034,0.11
B389,13,0.275
B049,6,0.72
M024,12,0.184444444444444
M078,1043,0.33
B493,8,1
B052,11,0.783333333333333
A010,2,0.33
R094,13,0.33
M153,1040,0.33
R075,8,0.33
R021,8,0.33
R076,11,0.932
M085,1039,1
R030,8,0.495
B343,1023,0.64
R060,1052,0.33
M075,4,0.690833333333333
M124,1037,0.66
R025,13,0.44
B269,12,1
B082,6,0.515555555555556
B408,4,0.22
M149,1034,0.443333333333333
B319,8,1
B299,8,0.886666666666667
R036,1043,0.66
R037,3,0.33
B415,11,0.707238095238095
B282,8,0.22
B366,13,0.776666666666667
B378,13,1
B170,13,0.22
R040,1063,0.66
M082,12,0.66
B059,11,0.626
B132,1023,0.22
B475,2,1
M039,4,0.204761904761905
B512,1042,0.44
B124,1,0.553333333333333
R057,13,0.886666666666667
M029,13,0.33
B341,11,0.904285714285714
B533,8,1
B272,1,0.66
B286,4,0.22
A004,4,0.33
B074,9,0.555
B090,6,0.663333333333333
B214,1052,0.22
B386,11,0.621904761904762
B656,6,0.366666666666667
B267,1,0.94962962962963
B216,1040,0.44
M127,1,0.875873015873016
B417,1,0.559428571428571
R005,13,0.44
M136,2,1
B125,11,0.48952380952381
A038,13,0.44
M033,6,0.165
B340,6,0.258888888888889
M161,6,0.44
B375,1,0.906272189349112
M018,1052,0.66
B391,11,0.634095238095238
B062,1040,0.33
R051,1043,0.33
B580,5,0.666666666666667
M025,11,0.671142857142857
M026,1,0.175108481262327
B321,1063,0.44
M113,11,0.661428571428572
B276,1,0.806501377410468
R058,1043,0.66
M110,3,0.33
B108,1023,0.442222222222222
R061,3,0.773333333333333
B552,8,1
B536,11,0.6005
M152,11,0.894571428571429
R046,11,0.553333333333333
B254,1034,0.333333333333333
B131,5,0.33
B257,1034,0.666666666666667
M153,6,0.443333333333333
B263,8,0.33
M098,12,1
B196,9,0.295555555555556
B043,9,0.48
B127,12,0.4425
M006,11,0.661428571428572
M022,13,0.66
A071,2,0.495
B119,2,0.83
B123,12,0.415833333333333
B288,1042,0.55
M051,8,0.886666666666667
M142,1034,0.773333333333333
M013,4,0.663333333333333
R052,1023,0.33
B368,1063,0.22
B467,11,1
M130,6,0.33
B543,13,0.66
M105,1023,0.33
M067,13,0.66
B159,1039,0.666666666666667
M014,1,0.66
M028,1023,0.198
M075,3,0.293333333333333
B132,13,0.66
B510,1037,0.44
B501,6,0.33
B170,1023,0.22
M072,1042,0.66
B179,9,0.61
M066,8,0.33
B655,1052,0.22
R038,4,0.773333333333333
M016,1040,0.66
B113,9,0.276666666666667
B221,1039,0.22
M001,1052,0.33
B702,2,0.22
M119,8,1
B116,1040,0.333333333333333
B281,2,0.44
M020,11,0.33
B125,12,0.11
M081,1040,1
R054,1,0.716666666666667
B321,5,0.333333333333333
B407,11,0.640190476190476
R079,11,0.775
B699,2,0.74
M162,1042,0.33
B386,12,0.22
A043,1,0.316031746031746
B542,2,0.385
R072,1,0.33
M166,1049,0.11
M029,1023,0.11
B131,1063,0.165
B509,1063,0.44
M149,3,0.515555555555556
B301,13,1
B126,1,0.89810650887574
B341,12,0.886666666666667
B141,3,0.33
R057,1023,0.53
B164,6,0.66
M057,2,0.66
R059,11,0.433714285714286
B108,13,0.628888888888889
A042,2,0.44
M152,12,0.33
B079,1040,1
M157,1063,0.293333333333333
M113,12,0.5775
R049,4,0.886666666666667
B138,6,1
M025,12,0.11
M061,13,0.33
B538,1063,1
M138,4,0.745
B076,1023,0.441666666666667
A017,4,0.33
M142,3,0.773333333333333
B289,4,0.309333333333333
M028,13,1
R061,1034,0.66
R010,12,0.83
B543,1023,0.293333333333333
M160,2,0.553333333333333
B352,1049,0.333333333333333
A048,2,0.83
B334,1063,0.22
B348,4,0.7475
B353,1023,0.377333333333333
R052,13,0.66
B260,1034,0.22
B320,1063,0.44
B257,3,0.22
B114,2,0.146666666666667
B123,11,0.951428571428571
B127,11,0.935238095238095
M015,6,0.495
B106,9,0.517777777777778
B491,8,0.33
B381,6,0.333333333333333
M034,1,0.702704081632653
M042,1034,0.333333333333333
B259,1042,0.773333333333333
B075,3,0.776666666666667
M027,4,0.157142857142857
M165,1,0.98265306122449
M032,1,0.686581632653061
A034,1049,0.33
M047,1034,0.773333333333333
M045,1039,0.663333333333333
B510,8,0.44
B076,2,0.83
B129,4,0.719166666666667
B338,11,0.81152380952381
M141,1040,0.773333333333333
R040,11,0.913142857142857
A038,2,0.55
B127,5,0.443333333333333
B123,5,0.776666666666667
B354,1,0.946190476190476
A068,11,1
R035,3,0.33
B435,1042,0.44
B121,4,0.11
M145,1,0.753162393162393
M010,2,0.83
B427,1,0.476666666666667
B353,2,0.275
B084,1034,0.22
M018,1043,0.66
B114,1023,0.7775
M178,11,1
M135,1037,0.773333333333333
A049,2,1
B341,1063,0.11
R051,1052,0.33
B543,2,0.587777777777778
B553,4,0.553333333333333
M112,8,0.11
B131,12,0.1925
B111,4,0.811111111111111
B293,1,0.11
M160,1023,0.44
B236,9,0.888888888888889
B302,2,0.886666666666667
R058,1052,0.33
M019,9,0.22
R012,4,0.33
B275,1042,0.333333333333333
B140,4,0.903333333333333
B213,1034,0.11
B165,1040,0.44
B386,1063,0.44
B337,1023,0.738888888888889
M030,1042,0.11
B321,11,0.464
B389,1042,0.66
B538,12,0.495
M025,1063,0.22
B366,2,0.776666666666667
M113,1063,0.66
M157,12,0.33
B475,13,0.33
B051,11,0.781619047619048
A046,1,0.562222222222222
M139,9,0.886666666666667
M111,3,0.587777777777778
B499,9,0.22
B103,1,0.22
B409,1034,0.553333333333333
M116,4,1
B281,1023,0.11
M152,1063,0.11
B536,1063,0.22
B380,6,0.333333333333333
B809,6,0.33
M005,11,0.665
A039,3,0.886666666666667
B799,1,0.269133333333333
A007,6,1
R009,4,0.66
M029,2,0.366666666666667
B334,12,0.22
R036,1052,0.33
B491,1037,0.44
B255,1034,0.333333333333333
B248,9,0.666666666666667
B460,1,0.58125
R057,2,0.83
B070,3,0.666666666666667
B542,1023,0.165
B320,12,0.44
M031,1040,0.11
B368,11,0.866
M103,4,1
M234,12,0.83
B363,8,0.33
B115,1042,0.33
B471,1042,0.44
B053,1040,0.44
B265,1040,0.333333333333333
R022,1042,0.66
M021,9,0.183333333333333
B149,1040,1
R002,9,0.33
B084,3,0.666666666666667
B428,13,0.61
A058,6,0.33
B108,2,1
B494,11,0.22
B166,6,0.666666666666667
B119,1023,0.221666666666667
M025,5,0.44
B151,1040,0.666666666666667
B407,1063,0.515555555555556
B344,1,0.685151515151515
A070,6,0.83
B461,11,0.61
B083,1052,0.44
M042,3,0.333333333333333
B547,1042,0.44
M160,13,1
B144,6,1
B131,11,0.903809523809524
B509,11,0.577333333333333
B117,8,0.44
M105,2,0.66
M114,6,1
M028,2,0.55
B075,1034,0.776666666666667
B114,13,0.22
M177,1049,0.11
M047,3,0.697777777777778
M152,5,0.22
M121,6,0.663333333333333
B333,1,0.48
A066,6,0.33
A033,4,0.66
B255,3,0.553333333333333
M036,4,0.11
B070,1034,0.666666666666667
B341,5,0.776666666666667
A023,2,0.66
M161,1039,0.33
B125,5,0.44
B132,2,0.22
M043,6,1
B538,11,0.919428571428571
M157,11,0.904285714285714
R062,4,0.6625
B270,1,0.87625
B404,4,0.415
B320,11,0.888571428571429
M051,1037,0.773333333333333
B199,1034,0.44
B324,1034,0.443333333333333
B409,3,0.553333333333333
B368,12,0.22
M085,1040,1
B343,1042,0.66
M153,1039,0.33
A067,1,1
B139,1049,0.663333333333333
M136,1023,0.745
B382,2,0.553333333333333
M062,4,1
B349,1,0.595
B176,9,0.591111111111111
A013,13,0.33
M001,1043,0.44
B264,1040,0.333333333333333
B127,1063,0.664444444444445
B369,6,0.666666666666667
B149,6,0.703333333333333
M103,3,0.886666666666667
B053,6,0.814444444444444
B265,6,0.333333333333333
M072,13,0.44
B166,1040,0.44
M077,1,0.737373737373737
B404,1034,0.666666666666667
B512,1023,0.275
B360,13,0.22
A039,4,0.45375
R076,5,0.33
B293,9,0.61
R048,11,0.748
M037,11,0.524857142857143
B400,13,0.66
A056,2,1
B216,1039,0.44
M111,4,0.66
B354,9,0.165833333333333
B151,6,0.44
B156,3,0.22
M017,3,0.55
M034,9,0.11
B291,6,0.333333333333333
M162,13,0.83
A032,8,0.33
B372,11,0.22
M032,9,0.11
M137,1,1
B262,11,0.951428571428571
B144,1040,0.776666666666667
B343,2,1
B197,1023,0.517777777777778
R022,2,0.66
R013,5,1
R073,5,0.33
B418,1,0.624768518518518
R045,5,0.33
B104,9,0.666666666666667
M038,1049,0.11
B471,2,0.702222222222222
R066,1,0.33
B140,3,0.773333333333333
B115,2,0.813333333333333
M158,13,1
M140,1034,0.66
B292,2,0.22
B553,3,0.33
B072,9,0.386666666666667
M146,1063,0.44
B410,1052,0.55
B111,3,0.333333333333333
B108,1042,0.33
B080,9,0.470833333333333
B062,1039,0.33
B121,3,0.662222222222222
B342,1063,0.886666666666667
B394,1,0.33
B524,8,0.44
M002,2,0.83
R007,12,0.55
B159,1040,0.666666666666667
B499,1,0.22
M174,13,1
A035,12,0.33
B103,9,0.666666666666667
M085,6,1
R035,4,1
B806,13,1
R011,13,0.66
B129,3,1
M117,5,0.33
A059,6,0.33
M027,3,0.11
B150,1034,1
B128,1043,0.44
B264,6,0.333333333333333
B071,3,0.666666666666667
B489,8,0.66
M084,1,0.950416666666667
M028,1042,0.22
M105,1042,0.33
A046,9,1
M143,2,1
B505,8,0.33
B390,6,0.44
B251,1043,0.333333333333333
B512,13,0.22
B221,1040,0.22
B109,1037,0.333333333333333
B381,1040,0.22
M117,1063,0.366666666666667
B389,2,0.886666666666667
B269,5,1
R031,1,0.350625
M072,1023,0.750666666666667
M016,1039,0.66
B385,8,0.22
B058,1052,0.44
R047,13,0.66
B409,4,0.352
B344,9,0.888333333333333
B156,1034,0.22
M070,2,0.495
B290,6,0.22
R062,3,0.66
B404,3,0.666666666666667
B554,11,0.578380952380952
B262,12,0.924444444444445
M008,2,1
M162,1023,0.420666666666667
R029,1037,0.33
B183,5,0.666666666666667
M146,5,0.11
A028,1063,0.33
B399,12,1
B165,6,0.666666666666667
R057,1042,0.66
M081,1039,1
M176,1043,0.333333333333333
M036,3,0.11
M037,12,0.1925
B255,4,0.251428571428571
R048,12,0.33
B393,1039,0.22
M115,13,1
B342,5,0.776666666666667
M021,1,0.33
M029,1042,0.11
R018,13,0.66
M027,1034,0.11
B150,3,0.44
B506,8,0.22
M047,4,0.902857142857143
M181,1,0.997687074829932
B071,1034,0.666666666666667
M042,4,0.248333333333333
B495,11,0.833142857142857
B370,1,0.759545454545455
A020,6,0.33
B435,2,0.813333333333333
M158,1023,0.22
M183,12,0.83
B129,1034,0.44
A022,2,0.33
B543,1042,0.553333333333333
B411,1049,0.666666666666667
B111,1034,0.333333333333333
B279,2,0.406666666666667
B121,1034,0.333333333333333
B052,1063,0.33
B353,1042,1
B274,1,0.88414201183432
M132,1,0.684666666666667
B288,13,1
M030,2,0.886666666666667
R050,5,0.33
M031,6,0.22
M125,8,0.66
M147,1043,0.44
M174,1023,0.443333333333333
A035,11,0.495
B140,1034,0.773333333333333
B255,2,0.74
R094,4,1
M029,1034,0.11
B173,1037,0.666666666666667
R057,1034,1
M019,12,0.220833333333333
M023,1039,0.11
B580,9,0.666666666666667
B191,6,0.591111111111111
B361,8,0.22
M008,4,0.66
B528,6,0.886666666666667
R024,1049,0.33
B132,3,1
R037,1023,0.33
B265,1049,0.33
R080,1052,0.33
B168,1052,0.22
B196,5,0.666666666666667
M021,11,0.314285714285714
B043,5,0.666666666666667
M070,4,0.663333333333333
M073,12,0.66
B409,2,0.22
B141,13,0.385
M177,1040,0.333333333333333
B277,1040,0.11
M149,13,0.586666666666667
B506,1052,0.22
B365,13,1
B253,13,0.886666666666667
A045,1052,0.33
B389,4,0.257777777777778
B163,6,0.66
B554,1,0.716111111111111
B436,13,0.33
B170,1034,0.22
B307,1063,0.627777777777778
B275,4,0.663333333333333
B418,12,0.22
B140,1042,0.776666666666667
A041,2,0.33
M030,4,0.11
R066,12,0.66
B003,9,0.591111111111111
B495,1,0.378888888888889
B370,11,0.776666666666667
B353,1034,0.333333333333333
B279,4,0.221666666666667
B260,1023,0.22
M038,6,0.11
R061,1023,0.528
M093,13,0.66
B087,1039,0.44
B108,3,1
M181,11,0.92
B111,1042,0.886666666666667
B146,1052,0.66
B133,1039,1
B394,12,0.44
R074,5,0.33
B543,1034,0.44
A022,4,0.33
A035,1,0.33
B136,2,1
B499,12,0.366666666666667
M091,12,0.58
B435,4,0.251428571428571
B544,6,0.22
B264,1049,0.553333333333333
B520,6,0.83
M132,11,0.33
M042,2,0.295555555555556
B274,11,0.904285714285714
M028,3,0.146666666666667
M105,3,1
B257,13,1
R052,3,0.33
M027,1042,0.11
R027,13,0.66
R056,4,0.33
B254,13,0.626666666666667
B251,1037,0.333333333333333
M141,1049,0.33
B366,3,0.886666666666667
M056,6,0.11
B487,4,0.73
B343,4,0.597142857142857
R037,13,0.495
M134,1039,0.55
R031,12,0.66
M077,11,0.904285714285714
M104,6,0.333333333333333
B170,3,0.33
B505,1052,0.22
A056,4,0.5775
M019,11,0.11
A034,1040,0.33
B262,1,0.657333333333333
A039,2,0.663333333333333
M137,11,1
B132,1034,0.22
R033,8,0.33
R005,3,0.33
B532,13,0.665
M149,1023,0.308666666666667
M029,3,0.11
B399,1,0.66
B253,1023,0.333333333333333
R029,1043,0.33
R057,3,1
B524,1052,0.44
M021,12,0.525
M176,1037,0.333333333333333
B410,8,1
B338,9,0.333333333333333
R048,1,0.378125
M037,1,0.228402777777778
M181,12,0.2475
M028,1034,0.22
M143,4,0.495
M110,13,0.66
B105,1052,0.33
B260,13,0.702222222222222
B179,5,0.666666666666667
M044,8,0.33
B519,11,0.44
M142,1023,0.750666666666667
B530,11,0.33
B243,9,0.666666666666667
A032,1052,0.33
B418,11,0.904285714285714
B603,9,0.666666666666667
M058,2,1
B113,5,0.11
B353,3,0.333333333333333
M010,3,0.33
B254,1023,0.333333333333333
B522,6,1
M139,11,1
B257,1023,0.666666666666667
B051,9,0.415
M084,11,1
A049,3,0.495
M031,1049,0.11
M067,3,0.33
B292,4,0.626666666666667
B108,1034,0.443333333333333
B543,3,0.22
B321,9,0.496666666666667
B471,4,0.22
M140,1042,0.33
B115,4,0.423888888888889
M083,1037,1
A027,1037,0.33
B339,6,0.48
R022,4,0.758571428571429
B499,11,0.458095238095238
M069,1037,0.663333333333333
B411,6,0.333333333333333
B537,6,0.22
M022,3,0.11
M147,1037,0.44
B250,1039,0.333333333333333
B094,1034,0.22
B091,1052,0.44
R052,4,0.33
B494,1,0.66
B348,13,0.22
R056,3,0.495
M032,12,0.33
M028,4,0.612857142857143
M086,11,0.33
M165,12,0.66
M105,4,1
B044,6,0.33
B547,1034,0.666666666666667
B435,3,0.22
B089,1052,0.44
B354,12,0.276666666666667
B108,4,1
M018,1037,0.66
B279,3,0.11
B131,1,0.870769230769231
B509,1,0.340972222222222
B042,5,0.666666666666667
B461,1,0.22
M030,3,0.146666666666667
R022,1034,0.66
B101,1052,0.44
B344,11,0.842952380952381
B275,3,0.333333333333333
M026,5,0.776666666666667
M061,4,1
B276,5,1
M166,1039,0.22
B185,1034,0.666666666666667
B115,1034,0.11
B050,9,0.11
B270,11,0.80875
B382,4,0.22
M157,1,1
B538,1,0.476363636363636
B548,6,0.553333333333333
B476,1063,0.553333333333333
B389,3,0.333333333333333
B343,1034,0.773333333333333
B463,8,0.22
A035,9,0.495
B067,9,0.517777777777778
B550,2,1
B124,5,0.44
M070,3,0.664444444444445
B333,11,0.951428571428571
B648,5,0.666666666666667
R062,2,0.773333333333333
B006,1023,0.44
A023,4,0.66
B629,5,0.666666666666667
A039,1042,0.33
M039,1023,0.11
B132,4,1
B522,1040,0.22
B411,1040,0.333333333333333
M036,2,0.11
R094,3,0.33
M234,1,1
B339,1040,0.333333333333333
B320,1,1
R022,3,0.33
M030,1034,0.22
B191,1040,0.44
B354,11,0.888095238095238
A068,1,0.860416666666667
A050,1063,0.33
B275,1034,0.333333333333333
R069,8,0.66
R040,1,0.623333333333333
B115,3,0.22
A044,2,0.663333333333333
B140,2,0.55
B338,1,0.521428571428571
M037,9,0.11
A049,4,0.55
R063,6,1
M067,4,0.625555555555556
B302,4,0.22
M086,12,1
B543,4,0.458333333333333
