cwhr_id,whr13_code,habitat_suitability
B435,721,0.666666666666667
M030,721,0.44
B279,721,0.22
B300,721,1
B539,721,0.33
M072,721,1
B360,721,1
M162,721,0.55
B288,721,1
B512,721,0.776666666666667
B475,721,1
B119,721,1
B281,721,0.553333333333333
B702,721,1
B542,721,0.776666666666667
B428,721,1
B114,721,0.44
B506,721,0.22
B359,721,1
B385,721,0.44
B505,721,0.66
B524,721,1
A032,721,0.33
B105,721,0.666666666666667
B357,721,1
B215,721,0.666666666666667
B363,721,1
B297,721,1
B510,721,0.666666666666667
B426,721,0.666666666666667
M135,721,0.33
B148,721,1
M051,721,0.33
B552,721,0.666666666666667
B282,721,0.553333333333333
B299,721,1
B362,721,1
R004,721,0.11
B128,721,0.553333333333333
B057,721,0.44
B376,721,0.666666666666667
B273,721,0.666666666666667
B364,721,1
M083,721,0.66
B311,721,0.663333333333333
B251,721,1
B484,721,1
B214,721,0.666666666666667
B437,721,0.666666666666667
M001,721,0.66
B798,721,0.22
B346,721,1
R058,721,0.33
M076,721,0.66
B463,721,0.666666666666667
B525,721,1
B410,721,0.44
B058,721,1
M078,721,1
B158,721,1
B361,721,0.44
B438,721,0.44
B375,721,0.22
B276,721,0.886666666666667
M026,721,0.11
B267,721,1
B398,721,0.66
B307,721,1
B418,721,0.776666666666667
M181,721,0.44
B176,721,0.22
M021,721,0.11
B104,721,0.22
M034,721,0.22
B334,721,0.22
B320,721,1
B538,721,1
B509,721,0.666666666666667
B131,721,0.33
B051,721,1
R040,721,0.33
B338,721,1
M037,721,0.33
R048,721,0.33
B262,721,1
B269,721,1
B123,721,1
B127,721,1
B256,721,1
B407,721,1
M020,721,0.44
B391,721,0.66
B059,721,0.553333333333333
B369,721,1
B053,721,0.22
M141,721,1
B390,721,0.666666666666667
B296,721,1
M031,721,0.22
B345,721,1
B303,721,1
B393,721,1
M081,721,0.66
B417,723,0
B126,723,0
M041,723,0
B530,723,0
B519,723,0
B274,723,0
B370,723,0
B460,723,0
B080,723,0
B799,723,0
A046,723,0
M032,723,0
B527,723,0
B333,723,0
B344,723,0
M157,723,0
B368,723,0
B321,723,0
B554,723,0
B077,723,0
B052,723,0
R076,723,0
M117,723,0
M146,723,0
B342,723,0
A014,723,0
B536,723,0
B341,723,0
B386,723,0
B415,723,0
B380,723,0
R024,723,0
B265,723,0
B149,723,0
B291,723,0
B264,723,0
M085,723,0
B116,723,0
B079,723,0
B298,723,0
B504,723,0
B373,723,0
B773,723,0
M161,723,0
B340,723,0
M033,723,0
M153,723,0
M045,723,0
B430,723,0
B358,723,0
B545,723,0
B425,723,0
B250,723,0
B086,723,0
B352,723,0
M134,723,0
B287,723,0
B356,723,0
B485,723,0
B546,723,0
M023,723,0
B864,723,0
B521,723,0
B133,723,0
B087,723,0
B528,723,0
M038,723,0
B317,723,0
B520,723,0
B544,723,0
B483,723,0
B411,723,0
B339,723,0
M177,723,0
B139,723,0
B348,723,0
B289,723,0
B220,723,0
B286,723,0
B408,723,0
M040,723,0
M039,723,0
B252,723,0
M142,723,0
B254,723,0
B257,723,0
B365,723,0
B253,723,0
M149,723,0
B436,723,0
B260,723,0
B532,723,0
B255,723,0
B213,723,0
M042,723,0
M047,723,0
A039,723,0
B075,723,0
M140,723,0
B550,723,0
M036,723,0
B404,723,0
B111,723,0
B121,723,0
B140,723,0
M027,723,0
B129,723,0
B076,723,0
M022,723,0
B353,723,0
B302,723,0
B543,723,0
M029,723,0
R057,723,0
B108,723,0
M028,723,0
B301,723,0
B343,723,0
B292,723,0
R022,723,0
B471,723,0
B115,723,0
B547,723,0
B389,723,0
B435,723,0
M030,723,0
B279,723,0
B300,723,0
B539,723,0
M072,723,0
B360,723,0
M162,723,0
B288,723,0
B512,723,0
B475,723,0
B119,723,0
B281,723,0
B702,723,0
B542,723,0
B428,723,0
B114,723,0
B506,723,0
B359,723,0
B385,723,0
B505,723,0
B524,723,0
A032,723,0
B105,723,0
B357,723,0
B215,723,0
B363,723,0
B297,723,0
B510,723,0
B426,723,0
M135,723,0
B148,723,0
M051,723,0
B552,723,0
B282,723,0
B299,723,0
B362,723,0
R004,723,0
B128,723,0
B057,723,0
B376,723,0
B273,723,0
B364,723,0
M083,723,0
B311,723,0
B251,723,0
B484,723,0
B214,723,0
B437,723,0
M001,723,0
B798,723,0
B346,723,0
R058,723,0
M076,723,0
B463,723,0
B525,723,0
B410,723,0
B058,723,0
M078,723,0
B158,723,0
B361,723,0
B438,723,0
B375,723,0
B276,723,0
M026,723,0
B267,723,0
B398,723,0
B307,723,0
B418,723,0
M181,723,0
B176,723,0
M021,723,0
B104,723,0
M034,723,0
B334,723,0
B320,723,0
B538,723,0
B509,723,0
B131,723,0
B051,723,0
R040,723,0
B338,723,0
M037,723,0
R048,723,0
B262,723,0
B269,723,0
B123,723,0
B127,723,0
B256,723,0
B407,723,0
M020,723,0
B391,723,0
B059,723,0
B369,723,0
B053,723,0
M141,723,0
B390,723,0
B296,723,0
M031,723,0
B345,723,0
B303,723,0
B393,723,0
M081,723,0
B417,724,0
B126,724,0
M041,724,0
B530,724,0
B519,724,0
B274,724,0
B370,724,0
B460,724,0
B080,724,0
B799,724,0
A046,724,0
M032,724,0
B527,724,0
B333,724,0
B344,724,0
M157,724,0
B368,724,0
B321,724,0
B554,724,0
B077,724,0
B052,724,0
R076,724,0
M117,724,0
M146,724,0
B342,724,0
A014,724,0
B536,724,0
B341,724,0
B386,724,0
B415,724,0
B380,724,0
R024,724,0
B265,724,0
B149,724,0
B291,724,0
B264,724,0
M085,724,0
B116,724,0
B079,724,0
B298,724,0
B504,724,0
B373,724,0
B773,724,0
M161,724,0
B340,724,0
M033,724,0
M153,724,0
M045,724,0
B430,724,0
B358,724,0
B545,724,0
B425,724,0
B250,724,0
B086,724,0
B352,724,0
M134,724,0
B287,724,0
B356,724,0
B485,724,0
B546,724,0
M023,724,0
B864,724,0
B521,724,0
B133,724,0
B087,724,0
B528,724,0
M038,724,0
B317,724,0
B520,724,0
B544,724,0
B483,724,0
B411,724,0
B339,724,0
M177,724,0
B139,724,0
B348,724,0
B289,724,0
B220,724,0
B286,724,0
B408,724,0
M040,724,0
M039,724,0
B252,724,0
M142,724,0
B254,724,0
B257,724,0
B365,724,0
B253,724,0
M149,724,0
B436,724,0
B260,724,0
B532,724,0
B255,724,0
B213,724,0
M042,724,0
M047,724,0
A039,724,0
B075,724,0
M140,724,0
B550,724,0
M036,724,0
B404,724,0
B111,724,0
B121,724,0
B140,724,0
M027,724,0
B129,724,0
B076,724,0
M022,724,0
B353,724,0
B302,724,0
B543,724,0
M029,724,0
R057,724,0
B108,724,0
M028,724,0
B301,724,0
B343,724,0
B292,724,0
R022,724,0
B471,724,0
B115,724,0
B547,724,0
B389,724,0
B435,724,0
M030,724,0
B279,724,0
B300,724,0
B539,724,0
M072,724,0
B360,724,0
M162,724,0
B288,724,0
B512,724,0
B475,724,0
B119,724,0
B281,724,0
B702,724,0
B542,724,0
B428,724,0
B114,724,0
B506,724,0
B359,724,0
B385,724,0
B505,724,0
B524,724,0
A032,724,0
B105,724,0
B357,724,0
B215,724,0
B363,724,0
B297,724,0
B510,724,0
B426,724,0
M135,724,0
B148,724,0
M051,724,0
B552,724,0
B282,724,0
B299,724,0
B362,724,0
R004,724,0
B128,724,0
B057,724,0
B376,724,0
B273,724,0
B364,724,0
M083,724,0
B311,724,0
B251,724,0
B484,724,0
B214,724,0
B437,724,0
M001,724,0
B798,724,0
B346,724,0
R058,724,0
M076,724,0
B463,724,0
B525,724,0
B410,724,0
B058,724,0
M078,724,0
B158,724,0
B361,724,0
B438,724,0
B375,724,0
B276,724,0
M026,724,0
B267,724,0
B398,724,0
B307,724,0
B418,724,0
M181,724,0
B176,724,0
M021,724,0
B104,724,0
M034,724,0
B334,724,0
B320,724,0
B538,724,0
B509,724,0
B131,724,0
B051,724,0
R040,724,0
B338,724,0
M037,724,0
R048,724,0
B262,724,0
B269,724,0
B123,724,0
B127,724,0
B256,724,0
B407,724,0
M020,724,0
B391,724,0
B059,724,0
B369,724,0
B053,724,0
M141,724,0
B390,724,0
B296,724,0
M031,724,0
B345,724,0
B303,724,0
B393,724,0
M081,724,0
B417,722,0
B126,722,0
M041,722,0
B530,722,0
B519,722,0
B274,722,0
B370,722,0
B460,722,0
B080,722,0
B799,722,0
A046,722,0
M032,722,0
B527,722,0
B333,722,0
B344,722,0
M157,722,0
B368,722,0
B321,722,0
B554,722,0
B077,722,0
B052,722,0
R076,722,0
M117,722,0
M146,722,0
B342,722,0
A014,722,0
B536,722,0
B341,722,0
B386,722,0
B415,722,0
B380,722,0
R024,722,0
B265,722,0
B149,722,0
B291,722,0
B264,722,0
M085,722,0
B116,722,0
B079,722,0
B298,722,0
B504,722,0
B373,722,0
B773,722,0
M161,722,0
B340,722,0
M033,722,0
M153,722,0
M045,722,0
B430,722,0
B358,722,0
B545,722,0
B425,722,0
B250,722,0
B086,722,0
B352,722,0
M134,722,0
B287,722,0
B356,722,0
B485,722,0
B546,722,0
M023,722,0
B864,722,0
B521,722,0
B133,722,0
B087,722,0
B528,722,0
M038,722,0
B317,722,0
B520,722,0
B544,722,0
B483,722,0
B411,722,0
B339,722,0
M177,722,0
B139,722,0
B348,722,0
B289,722,0
B220,722,0
B286,722,0
B408,722,0
M040,722,0
M039,722,0
B252,722,0
M142,722,0
B254,722,0
B257,722,0
B365,722,0
B253,722,0
M149,722,0
B436,722,0
B260,722,0
B532,722,0
B255,722,0
B213,722,0
M042,722,0
M047,722,0
A039,722,0
B075,722,0
M140,722,0
B550,722,0
M036,722,0
B404,722,0
B111,722,0
B121,722,0
B140,722,0
M027,722,0
B129,722,0
B076,722,0
M022,722,0
B353,722,0
B302,722,0
B543,722,0
M029,722,0
R057,722,0
B108,722,0
M028,722,0
B301,722,0
B343,722,0
B292,722,0
R022,722,0
B471,722,0
B115,722,0
B547,722,0
B389,722,0
B435,722,0
M030,722,0
B279,722,0
B300,722,0
B539,722,0
M072,722,0
B360,722,0
M162,722,0
B288,722,0
B512,722,0
B475,722,0
B119,722,0
B281,722,0
B702,722,0
B542,722,0
B428,722,0
B114,722,0
B506,722,0
B359,722,0
B385,722,0
B505,722,0
B524,722,0
A032,722,0
B105,722,0
B357,722,0
B215,722,0
B363,722,0
B297,722,0
B510,722,0
B426,722,0
M135,722,0
B148,722,0
M051,722,0
B552,722,0
B282,722,0
B299,722,0
B362,722,0
R004,722,0
B128,722,0
B057,722,0
B376,722,0
B273,722,0
B364,722,0
M083,722,0
B311,722,0
B251,722,0
B484,722,0
B214,722,0
B437,722,0
M001,722,0
B798,722,0
B346,722,0
R058,722,0
M076,722,0
B463,722,0
B525,722,0
B410,722,0
B058,722,0
M078,722,0
B158,722,0
B361,722,0
B438,722,0
B375,722,0
B276,722,0
M026,722,0
B267,722,0
B398,722,0
B307,722,0
B418,722,0
M181,722,0
B176,722,0
M021,722,0
B104,722,0
M034,722,0
B334,722,0
B320,722,0
B538,722,0
B509,722,0
B131,722,0
B051,722,0
R040,722,0
B338,722,0
M037,722,0
R048,722,0
B262,722,0
B269,722,0
B123,722,0
B127,722,0
B256,722,0
B407,722,0
M020,722,0
B391,722,0
B059,722,0
B369,722,0
B053,722,0
M141,722,0
B390,722,0
B296,722,0
M031,722,0
B345,722,0
B303,722,0
B393,722,0
M081,722,0
