,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,accesstype,unitname,AGNCY_NAME,pointid,near_cpad
9056,9056,9056,9056,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011015,1695.50780857
9057,9057,9057,9057,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011016,1697.71458347
9058,9058,9058,9058,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011017,1700.44784834
9059,9059,9059,9059,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011018,1703.70506923
9060,9060,9060,9060,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011019,1707.48324763
9061,9061,9061,9061,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011020,1711.77893401
9062,9062,9062,9062,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011021,1716.58824326
9063,9063,9063,9063,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011022,1721.90687173
9064,9064,9064,9064,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011023,1727.73011576
9065,9065,9065,9065,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011024,1734.05289161
9066,9066,9066,9066,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011025,1740.86975645
9067,9067,9067,9067,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011026,1748.1749303
9068,9068,9068,9068,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011027,1755.96231876
9069,9069,9069,9069,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011028,1764.2255362999995
9070,9070,9070,9070,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011029,1772.95792982
9071,9071,9071,9071,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011030,1782.15260259
9072,9072,9072,9072,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011031,1791.80243803
9073,9073,9073,9073,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011032,1801.90012346
9074,9074,9074,9074,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011033,1812.43817354
9075,9075,9075,9075,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011034,1823.40895329
9076,9076,9076,9076,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011035,1830.55458478
9077,9077,9077,9077,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011036,1837.41700217
9078,9078,9078,9078,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011037,1844.74182256
9079,9079,9079,9079,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011038,1852.52356095
9080,9080,9080,9080,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011039,1860.75648484
9081,9081,9081,9081,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011056,1815.28609947
9082,9082,9082,9082,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011057,1803.42776426
9083,9083,9083,9083,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011058,1791.99324186
9084,9084,9084,9084,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011059,1780.99069535
9085,9085,9085,9085,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011060,1770.42817841
9086,9086,9086,9086,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011061,1760.31361208
9087,9087,9087,9087,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011062,1750.65476063
9088,9088,9088,9088,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011063,1741.45920679
9089,9089,9089,9089,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011064,1732.73432669
9090,9090,9090,9090,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011065,1724.48726435
9091,9091,9091,9091,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011066,1716.72490601
9092,9092,9092,9092,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011067,1709.45385457
9093,9093,9093,9093,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011068,1702.68040422
9094,9094,9094,9094,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011069,1696.41051544
9095,9095,9095,9095,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011070,1690.64979073
9096,9096,9096,9096,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011071,1685.40345108
9097,9097,9097,9097,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011072,1680.67631355
9098,9098,9098,9098,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011073,1676.4727701
9099,9099,9099,9099,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011074,1672.79676796
9100,9100,9100,9100,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011075,1669.65179152
9101,9101,9101,9101,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011076,1667.0408462
9102,9102,9102,9102,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011077,1664.96644438
9103,9103,9103,9103,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011078,1663.43059336
9104,9104,9104,9104,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011079,1662.43478576
9105,9105,9105,9105,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011080,1661.97999233
9106,9106,9106,9106,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011081,1662.06665718
9107,9107,9107,9107,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011082,1662.69469564
9108,9108,9108,9108,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011083,1663.86349468
9109,9109,9109,9109,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011084,1665.57191586
9110,9110,9110,9110,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011085,1667.81830093
9111,9111,9111,9111,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011086,1670.60047974
9112,9112,9112,9112,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011087,1673.91578071
9113,9113,9113,9113,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011088,1677.76104345
9114,9114,9114,9114,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011089,1682.13263357
9115,9115,9115,9115,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011090,1687.02645946
9116,9116,9116,9116,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011091,1692.43799087
9117,9117,9117,9117,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011092,1698.36227905
9118,9118,9118,9118,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011093,1704.79397844
9119,9119,9119,9119,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011094,1711.72736934
9120,9120,9120,9120,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011095,1719.15638175
9121,9121,9121,9121,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011096,1727.07461996
9122,9122,9122,9122,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011097,1735.47538759
9123,9123,9123,9123,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011098,1744.35171308
9124,9124,9124,9124,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011099,1753.69637535
9125,9125,9125,9125,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011100,1763.50192938
9126,9126,9126,9126,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011101,1773.76073158
9127,9127,9127,9127,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011102,1784.46496489
9128,9128,9128,9128,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011103,1794.80945114
9129,9129,9129,9129,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011104,1801.30844607
9130,9130,9130,9130,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011105,1808.28185576
9131,9131,9131,9131,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011106,1815.72421416
9132,9132,9132,9132,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011107,1823.62977983
9133,9133,9133,9133,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011108,1831.99255617
9134,9134,9134,9134,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011124,1800.32181092
9135,9135,9135,9135,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011125,1787.86092885
9136,9136,9136,9136,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011126,1775.81946687
9137,9137,9137,9137,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011127,1764.20601317
9138,9138,9138,9138,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011128,1753.02907418
9139,9139,9139,9139,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011129,1742.29705071
9140,9140,9140,9140,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011130,1732.01821321
9141,9141,9141,9141,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011131,1722.20067615
9142,9142,9142,9142,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011132,1712.85237161
9143,9143,9143,9143,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011133,1703.98102246
9144,9144,9144,9144,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011134,1695.59411503
9145,9145,9145,9145,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011135,1687.69887152
9146,9146,9146,9146,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011136,1680.30222249
9147,9147,9147,9147,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011137,1673.41077949
9148,9148,9148,9148,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011138,1667.03080803
9149,9149,9149,9149,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011139,1661.16820127
9150,9150,9150,9150,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011140,1655.82845456
9151,9151,9151,9151,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011141,1651.01664102
9152,9152,9152,9152,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011142,1646.73738857
9153,9153,9153,9153,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011143,1642.99485846
9154,9154,9154,9154,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011144,1639.7927255999994
9155,9155,9155,9155,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011145,1637.13416094
9156,9156,9156,9156,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011146,1635.02181604
9157,9157,9157,9157,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011147,1633.45780996
9158,9158,9158,9158,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011148,1632.44371876
9159,9159,9159,9159,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011149,1631.98056757
9160,9160,9160,9160,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011150,1632.06882542
9161,9161,9161,9161,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011151,1632.70840291
9162,9162,9162,9162,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011152,1633.89865258
9163,9163,9163,9163,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011153,1635.63837229
9164,9164,9164,9164,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011154,1637.92581118
9165,9165,9165,9165,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011155,1640.75867845
9166,9166,9166,9166,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011156,1644.13415478
9167,9167,9167,9167,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011157,1648.04890611
9168,9168,9168,9168,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011158,1652.49909982
9169,9169,9169,9169,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011159,1657.48042309
9170,9170,9170,9170,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011160,1662.98810306
9171,9171,9171,9171,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011161,1669.01692889
9172,9172,9172,9172,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011162,1675.56127519
9173,9173,9173,9173,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011163,1682.6151267999999
9174,9174,9174,9174,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011164,1690.17210453
9175,9175,9175,9175,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011165,1698.22549178
9176,9176,9176,9176,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011166,1706.76826164
9177,9177,9177,9177,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011167,1715.79310435
9178,9178,9178,9178,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011168,1725.2924549000006
9179,9179,9179,9179,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011169,1735.25852049
9180,9180,9180,9180,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011170,1745.68330774
9181,9181,9181,9181,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011171,1756.55864944
9182,9182,9182,9182,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011172,1765.48095314
9183,9183,9183,9183,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011173,1772.08751135
9184,9184,9184,9184,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011174,1779.17545506
9185,9185,9185,9185,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011175,1786.73905535
9186,9186,9186,9186,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011176,1794.77229861
9187,9187,9187,9187,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011177,1803.26890836
9188,9188,9188,9188,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011193,1786.24007986
9189,9189,9189,9189,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011194,1773.17277807
9190,9190,9190,9190,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011195,1760.51974681
9191,9191,9191,9191,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011196,1748.28998078
9192,9192,9192,9192,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011197,1736.49242293
9193,9193,9193,9193,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011198,1725.13594042
9194,9194,9194,9194,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011199,1714.2292994000006
9195,9195,9195,9195,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011200,1703.78113879
9196,9196,9196,9196,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011201,1693.799943
9197,9197,9197,9197,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011202,1684.2940138000001
9198,9198,9198,9198,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011203,1675.27144156
9199,9199,9199,9199,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011204,1666.74007599
9200,9200,9200,9200,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011205,1658.70749649
9201,9201,9201,9201,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011206,1651.18098248
9202,9202,9202,9202,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011207,1644.16748384
9203,9203,9203,9203,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011208,1637.67359169
9204,9204,9204,9204,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011209,1631.70550986
9205,9205,9205,9205,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011210,1626.26902723
9206,9206,9206,9206,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011211,1621.36949117
9207,9207,9207,9207,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011212,1617.01178255
9208,9208,9208,9208,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011213,1613.20029225
9209,9209,9209,9209,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011214,1609.93889974
9210,9210,9210,9210,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011215,1607.23095382
9211,9211,9211,9211,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011216,1605.07925565
9212,9212,9212,9212,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011217,1603.4860445
9213,9213,9213,9213,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011218,1602.45298618
9214,9214,9214,9214,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011219,1601.98116434
9215,9215,9215,9215,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011220,1602.07107486
9216,9216,9216,9216,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011221,1602.7226232
9217,9217,9217,9217,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011222,1603.93512491
9218,9218,9218,9218,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011223,1605.70730923
9219,9219,9219,9219,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011224,1608.03732572
9220,9220,9220,9220,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011225,1610.92275386
9221,9221,9221,9221,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011226,1614.36061551
9222,9222,9222,9222,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011227,1618.34739006
9223,9223,9223,9223,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011228,1622.87903213
9224,9224,9224,9224,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011229,1627.95099156
9225,9225,9225,9225,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011230,1633.55823555
9226,9226,9226,9226,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011231,1639.69527258
9227,9227,9227,9227,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011232,1646.35617802
9228,9228,9228,9228,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011233,1653.53462103
9229,9229,9229,9229,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011234,1661.22389247
9230,9230,9230,9230,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011235,1669.41693382
9231,9231,9231,9231,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011236,1678.10636639
9232,9232,9232,9232,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011237,1687.28452103
9233,9233,9233,9233,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011238,1696.9434678
9234,9234,9234,9234,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011239,1707.07504549
9235,9235,9235,9235,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011240,1717.67089074
9236,9236,9236,9236,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011241,1728.72246671
9237,9237,9237,9237,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011242,1736.17540182
9238,9238,9238,9238,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011243,1742.89304832
9239,9239,9239,9239,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011244,1750.09923429
9240,9240,9240,9240,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011245,1757.78795134
9241,9241,9241,9241,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011246,1765.95289684
9242,9242,9242,9242,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011247,1774.58749738
9243,9243,9243,9243,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011267,1787.13752825
9244,9244,9244,9244,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011268,1773.06193431
9245,9245,9245,9245,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011269,1759.38531906
9246,9246,9246,9246,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011270,1746.11705761
9247,9247,9247,9247,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011271,1733.26652795
9248,9248,9248,9248,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011272,1720.84308841
9249,9249,9249,9249,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011273,1708.85605388
9250,9250,9250,9250,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011274,1697.31467056
9251,9251,9251,9251,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011275,1686.22808923
9252,9252,9252,9252,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011276,1675.60533745
9253,9253,9253,9253,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011277,1665.45529058
9254,9254,9254,9254,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011278,1655.78664172
9255,9255,9255,9255,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011279,1646.60787102
9256,9256,9256,9256,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011280,1637.92721417
9257,9257,9257,9257,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011281,1629.75263059
9258,9258,9258,9258,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011282,1622.09177142
9259,9259,9259,9259,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011283,1614.95194756
9260,9260,9260,9260,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011284,1608.34009802
9261,9261,9261,9261,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011285,1602.26275901
9262,9262,9262,9262,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011286,1596.72603377
9263,9263,9263,9263,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011287,1591.73556375
9264,9264,9264,9264,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011288,1587.29650126
9265,9265,9265,9265,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011289,1583.41348387
9266,9266,9266,9266,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011290,1580.09061098
9267,9267,9267,9267,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011291,1577.33142266
9268,9268,9268,9268,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011292,1575.13888115
9269,9269,9269,9269,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011293,1573.51535516
9270,9270,9270,9270,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011294,1572.46260716
9271,9271,9271,9271,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011295,1571.9817839000002
9272,9272,9272,9272,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011296,1572.07341015
9273,9273,9273,9273,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011297,1572.73738587
9274,9274,9274,9274,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011298,1573.97298672
9275,9275,9275,9275,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011299,1575.77886802
9276,9276,9276,9276,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011300,1578.15307208
9277,9277,9277,9277,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011301,1581.09303866
9278,9278,9278,9278,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011302,1584.59561873
9279,9279,9279,9279,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011303,1588.65709104
9280,9280,9280,9280,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011304,1593.27318151
9281,9281,9281,9281,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011305,1598.43908514
9282,9282,9282,9282,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011306,1604.14949021
9283,9283,9283,9283,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011307,1610.39860436
9284,9284,9284,9284,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011308,1617.18018257
9285,9285,9285,9285,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011309,1624.48755641
9286,9286,9286,9286,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011310,1632.31366438
9287,9287,9287,9287,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011311,1640.65108323
9288,9288,9288,9288,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011312,1649.49205968
9289,9289,9289,9289,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011313,1658.82854235
9290,9290,9290,9290,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011314,1668.65221389
9291,9291,9291,9291,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011315,1678.95452259
9292,9292,9292,9292,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011316,1689.72671368
9293,9293,9293,9293,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011317,1700.56340778
9294,9294,9294,9294,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011318,1706.8939790999998
9295,9295,9295,9295,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011319,1713.72640986
9296,9296,9296,9296,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011320,1721.05472309
9297,9297,9297,9297,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011321,1728.87261297
9298,9298,9298,9298,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011322,1737.17346971
9299,9299,9299,9299,Open Access,George J. Hatfield State Recreation Area,California Department of Parks and Recreation,1011323,1745.95040476
