pointid,gridcode01,gridcode14
44565,2,2
44566,2,2
44567,2,2
44568,2,2
44569,2,2
44570,15,7
44571,2,2
44572,2,2
44573,26,25
44574,2,2
44575,2,2
44576,64,72
44577,64,72
44578,15,7
44579,2,2
44580,2,2
44581,2,2
44582,2,2
44583,2,2
44584,2,2
44585,2,2
44586,15,7
44587,15,7
44588,2,2
44589,2,2
44590,2,2
44591,2,2
44592,2,2
44593,2,2
44594,26,25
44595,26,25
44596,2,2
44597,26,25
44598,89,100
44599,15,7
44600,89,100
44601,89,100
44602,89,100
44603,89,100
44604,89,100
44605,92,105
44606,92,105
44607,89,100
44608,89,100
44609,89,100
44610,92,105
44611,2,2
44612,2,2
44613,92,105
44614,92,105
44615,92,105
44616,92,105
44617,92,105
44618,88,99
44619,89,100
44620,89,100
44621,2,2
44622,2,2
44623,89,100
44624,89,100
44625,2,2
44626,2,2
44627,89,100
44628,89,100
44629,2,2
44630,2,2
44631,114,144
44632,114,144
44633,114,144
44634,2,2
44635,2,2
44636,2,2
44637,2,2
44638,2,2
44639,35,51
44640,92,105
44641,35,51
44642,35,51
44643,89,100
44644,89,100
44645,2,2
44646,26,25
44647,26,25
44648,26,25
44649,26,25
44650,26,25
44651,26,25
44652,26,25
44653,26,25
44654,29,29
44655,26,25
44656,26,25
44657,26,25
44658,26,25
44659,2,2
44660,2,2
44661,2,2
44662,2,2
44663,15,7
44664,2,2
44665,15,7
44666,2,2
44667,2,2
44668,2,2
44669,2,2
44670,2,2
44671,15,7
44672,2,2
44673,2,2
44674,2,2
44675,2,2
44676,26,25
44677,26,25
44678,26,25
44679,29,29
44680,2,2
44681,29,29
44682,29,29
44683,26,25
44684,26,25
44685,29,29
44686,29,29
44687,26,25
44688,29,29
44689,26,25
44690,29,29
44691,2,2
44692,2,2
44693,2,2
44694,2,2
44695,2,2
44696,2,2
44697,2,2
44698,2,2
44699,2,2
44700,2,2
44701,2,2
44702,2,2
44703,2,2
44704,66,74
44705,64,72
44706,66,74
44707,2,2
44708,2,2
44709,2,2
44710,2,2
44711,2,2
44712,2,2
44713,2,2
44714,2,2
44715,2,2
44716,2,2
44717,2,2
44718,2,2
44719,2,2
44720,8,6
44721,2,2
44722,26,25
44723,26,25
44724,29,29
44725,26,25
44726,89,100
44727,89,100
44728,89,100
44729,89,100
44730,89,100
44731,89,100
44732,89,100
44733,89,100
44734,92,105
44735,2,2
44736,2,2
44737,2,2
44738,2,2
44739,89,100
44740,2,2
44741,2,2
44742,92,105
44743,89,100
44744,89,100
44745,2,2
44746,2,2
44747,89,100
44748,89,100
44749,89,100
44750,89,100
44751,89,100
44752,89,100
44753,89,100
44754,89,100
44755,15,7
44756,89,100
44757,2,2
44758,2,2
44759,114,144
44760,89,100
44761,89,100
44762,89,100
44763,15,7
44764,89,100
44765,89,100
44766,2,2
44767,2,2
44768,92,105
44769,92,105
44770,89,100
44771,89,100
44772,89,100
44773,89,100
44774,26,25
44775,26,25
44776,26,25
44777,26,25
44778,26,25
44779,26,25
44780,26,25
44781,26,25
44782,26,25
44783,2,2
44784,40,45
44785,26,25
44786,26,25
44787,2,2
44788,2,2
44789,2,2
44790,2,2
44791,2,2
44792,2,2
44793,2,2
44794,2,2
44795,2,2
44796,15,7
44797,2,2
44798,2,2
44799,2,2
44800,2,2
44801,2,2
44802,2,2
44803,2,2
44804,2,2
44805,2,2
44806,26,25
44807,29,29
44808,26,25
44809,26,25
44810,29,29
44811,26,25
44812,29,29
44813,29,29
44814,26,25
44815,26,25
44816,29,29
44817,26,25
44818,26,25
44819,2,2
44820,2,2
44821,2,2
44822,2,2
44823,2,2
44824,2,2
44825,2,2
44826,2,2
44827,2,2
44828,15,7
44829,2,2
44830,2,2
44831,15,7
44832,15,7
44833,2,2
44834,64,72
44835,64,72
44836,66,74
44837,2,2
44838,2,2
44839,2,2
44840,2,2
44841,2,2
44842,2,2
44843,2,2
44844,2,2
44845,2,2
44846,2,2
44847,8,6
44848,15,7
44849,8,6
44850,26,25
44851,26,25
44852,26,25
44853,2,2
44854,2,2
44855,2,2
44856,89,100
44857,89,100
44858,89,100
44859,89,100
44860,89,100
44861,148,221
44862,89,100
44863,89,100
44864,89,100
44865,89,100
44866,2,2
44867,89,100
44868,89,100
44869,89,100
44870,92,105
44871,89,100
44872,2,2
44873,114,144
44874,114,144
44875,89,100
44876,89,100
44877,89,100
44878,89,100
44879,89,100
44880,92,105
44881,89,26
44882,15,26
44883,89,100
44884,87,98
44885,89,100
44886,2,2
44887,89,100
44888,89,100
44889,89,100
44890,89,100
44891,15,7
44892,15,7
44893,15,7
44894,2,2
44895,89,100
44896,89,100
44897,92,105
44898,101,120
44899,92,105
44900,89,100
44901,89,100
44902,89,100
44903,26,25
44904,26,25
44905,29,29
44906,26,25
44907,26,25
44908,26,25
44909,40,45
44910,2,2
44911,2,2
44912,2,2
44913,15,7
44914,2,2
44915,2,2
44916,2,2
44917,2,2
44918,2,2
44919,2,2
44920,2,2
44921,2,2
44922,2,2
44923,15,7
44924,2,2
44925,2,2
44926,2,2
44927,2,2
44928,15,7
44929,2,2
44930,2,2
44931,2,2
44932,2,2
44933,26,25
44934,26,25
44935,29,29
44936,20,19
44937,29,29
44938,29,29
44939,26,25
44940,29,29
44941,26,25
44942,26,25
44943,2,2
44944,29,29
44945,29,29
44946,29,29
44947,26,25
44948,26,25
44949,26,25
44950,2,2
44951,2,2
44952,26,25
44953,26,25
44954,26,25
44955,2,2
44956,2,2
44957,8,6
44958,2,2
44959,15,7
44960,2,2
44961,2,2
44962,66,74
44963,64,72
44964,64,72
44965,2,2
44966,2,2
44967,2,2
44968,2,2
44969,2,2
44970,2,2
44971,2,2
44972,8,6
44973,8,6
44974,8,6
44975,8,6
44976,2,2
44977,2,2
44978,2,2
44979,8,6
44980,26,25
44981,26,25
44982,2,2
44983,89,100
44984,89,100
44985,89,100
44986,89,100
44987,89,100
44988,89,100
44989,87,98
44990,2,2
44991,89,100
44992,89,100
44993,89,100
44994,89,100
44995,89,100
44996,89,100
44997,92,105
44998,92,105
44999,89,100
45000,89,100
45001,2,2
45002,15,7
45003,89,100
45004,89,100
45005,89,100
45006,89,100
45007,13,10
45008,89,100
45009,89,100
45010,89,100
45011,13,10
45012,89,100
45013,89,100
45014,89,100
45015,89,100
45016,89,100
45017,89,100
45018,15,7
45019,89,100
45020,15,7
45021,89,100
45022,89,100
45023,89,100
45024,89,100
45025,89,100
45026,101,120
45027,92,105
45028,101,120
45029,87,98
45030,89,100
45031,89,100
45032,26,25
45033,26,25
45034,26,25
45035,26,25
45036,26,25
45037,2,2
45038,2,2
45039,2,2
45040,15,7
45041,15,7
45042,2,2
45043,15,7
45044,2,2
45045,2,2
45046,2,2
45047,2,2
45048,2,2
45049,2,2
45050,2,2
45051,2,2
45052,2,2
45053,2,2
45054,2,2
45055,2,2
45056,2,2
45057,15,7
45058,2,2
45059,2,2
45060,2,2
45061,26,25
45062,26,25
45063,29,29
45064,20,19
45065,2,2
45066,2,2
45067,29,29
45068,29,29
45069,26,25
45070,29,29
45071,2,2
45072,29,29
45073,26,25
45074,26,25
45075,26,25
45076,26,25
45077,26,25
45078,29,29
45079,26,25
45080,29,29
45081,26,25
45082,26,25
45083,2,2
45084,2,2
45085,8,6
45086,8,6
45087,2,2
45088,2,2
45089,2,2
45090,2,2
45091,64,72
45092,64,72
45093,66,74
45094,2,2
45095,2,2
45096,2,2
45097,2,2
45098,2,2
45099,2,2
45100,2,2
45101,8,6
45102,8,6
45103,8,6
45104,8,6
45105,2,2
45106,2,2
45107,8,6
45108,26,25
45109,26,25
45110,2,2
45111,89,100
45112,89,100
45113,89,100
45114,89,100
45115,89,100
45116,89,100
45117,89,100
45118,89,100
45119,88,99
45120,117,151
45121,87,98
45122,89,100
45123,89,100
45124,87,98
45125,117,151
45126,89,100
45127,15,7
45128,89,100
45129,89,100
45130,89,100
45131,89,100
45132,89,100
45133,148,221
45134,89,100
45135,114,144
45136,114,144
45137,89,100
45138,89,100
45139,114,144
45140,13,10
45141,15,7
45142,89,100
45143,89,100
45144,89,100
45145,89,100
45146,15,7
45147,15,7
45148,89,100
45149,89,100
45150,15,7
45151,89,100
45152,13,10
45153,89,100
45154,89,100
45155,89,100
45156,92,105
45157,35,51
45158,92,105
45159,92,105
45160,26,25
45161,26,25
45162,26,25
45163,2,2
45164,2,2
45165,2,2
45166,2,2
45167,2,2
45168,2,2
45169,8,6
45170,8,6
45171,15,7
45172,2,2
45173,15,7
45174,2,2
45175,2,2
45176,2,2
45177,2,2
45178,2,2
45179,15,7
45180,2,2
45181,2,2
45182,2,2
45183,2,2
45184,2,2
45185,2,2
45186,2,2
45187,2,2
45188,2,2
45189,29,29
45190,26,25
45191,26,25
45192,19,18
45193,19,18
45194,2,2
45195,2,2
45196,46,95
45197,46,53
45198,2,2
45199,26,25
45200,26,25
45201,26,25
45202,26,25
45203,26,25
45204,26,25
45205,29,29
45206,26,25
45207,26,25
45208,26,25
45209,26,25
45210,2,2
45211,2,2
45212,15,7
45213,15,7
45214,15,7
45215,2,2
45216,2,2
45217,2,2
45218,2,2
45219,66,74
45220,2,2
45221,64,72
45222,64,72
45223,2,2
45224,2,2
45225,2,2
45226,2,2
45227,2,2
45228,2,2
45229,2,2
45230,2,2
45231,8,6
45232,2,2
45233,8,6
45234,2,2
45235,8,6
45236,26,25
45237,26,25
45238,87,98
45239,89,100
45240,89,100
45241,89,100
45242,89,100
45243,89,100
45244,2,2
45245,89,100
45246,89,100
45247,89,100
45248,89,100
45249,89,100
45250,89,100
45251,87,98
45252,89,100
45253,89,100
45254,89,100
45255,89,100
45256,89,100
45257,89,100
45258,89,100
45259,89,100
45260,89,100
45261,89,100
45262,89,100
45263,89,100
45264,89,100
45265,2,2
45266,2,2
45267,15,7
45268,114,144
45269,13,10
45270,15,7
45271,15,7
45272,15,7
45273,89,100
45274,89,100
45275,89,100
45276,89,100
45277,89,100
45278,89,100
45279,89,100
45280,114,144
45281,15,7
45282,89,100
45283,92,105
45284,35,51
45285,92,105
45286,92,105
45287,92,105
45288,92,105
45289,26,25
45290,2,2
45291,2,2
45292,2,2
45293,2,2
45294,2,2
45295,2,2
45296,2,2
45297,2,2
45298,2,2
45299,8,6
45300,2,2
45301,2,2
45302,2,2
45303,2,2
45304,2,2
45305,2,2
45306,2,2
45307,2,2
45308,2,2
45309,2,2
45310,2,2
45311,2,2
45312,15,7
45313,15,7
45314,2,2
45315,2,2
45316,2,2
45317,2,2
45318,26,25
45319,2,2
45320,2,2
45321,19,18
45322,46,53
45323,46,53
45324,46,53
45325,29,29
45326,29,29
45327,26,25
45328,29,29
45329,26,25
45330,26,25
45331,26,25
45332,26,25
45333,29,29
45334,26,25
45335,29,29
45336,26,25
45337,26,25
45338,15,7
45339,2,2
45340,15,7
45341,15,7
45342,15,7
45343,2,2
45344,2,2
45345,2,2
45346,2,2
45347,2,2
45348,2,2
45349,66,74
45350,64,72
45351,2,2
45352,2,2
45353,2,2
45354,2,2
45355,2,2
45356,2,2
45357,2,2
45358,2,2
45359,2,2
45360,2,2
45361,2,2
45362,2,2
45363,8,6
45364,26,25
45365,26,25
45366,100,119
45367,87,98
45368,87,98
45369,89,100
45370,15,7
45371,2,2
45372,89,100
45373,87,98
45374,89,100
45375,89,100
45376,89,100
45377,89,100
45378,89,100
45379,89,100
45380,148,221
45381,89,100
45382,89,100
45383,89,100
45384,89,100
45385,89,100
45386,89,100
45387,89,100
45388,89,100
45389,89,100
45390,89,100
45391,89,100
45392,89,100
45393,15,7
45394,89,100
45395,89,100
45396,89,100
45397,89,100
45398,15,7
45399,15,7
45400,15,7
45401,89,100
45402,89,100
45403,89,100
45404,89,100
45405,89,100
45406,15,7
45407,89,100
45408,2,2
45409,89,100
45410,89,100
45411,92,105
45412,92,105
45413,92,105
45414,35,51
45415,35,51
45416,35,51
45417,92,105
45418,26,25
45419,2,2
45420,2,2
45421,2,2
45422,2,2
45423,2,2
45424,2,2
45425,2,2
45426,80,90
45427,2,2
45428,2,2
45429,2,2
45430,2,2
45431,2,2
45432,2,2
45433,2,2
45434,2,2
45435,2,2
45436,15,7
45437,2,2
45438,2,2
45439,2,2
45440,2,2
45441,15,7
45442,15,7
45443,2,2
45444,2,2
45445,2,2
45446,2,2
45447,2,2
45448,2,2
45449,19,18
45450,29,29
45451,46,53
45452,46,53
45453,29,29
45454,26,25
45455,26,25
45456,26,25
45457,26,25
45458,26,25
45459,29,29
45460,26,25
45461,29,29
45462,26,25
45463,26,25
45464,26,25
45465,26,25
45466,2,2
45467,2,2
45468,15,7
45469,2,2
45470,2,2
45471,2,2
45472,2,2
45473,2,2
45474,2,2
45475,8,6
45476,2,2
45477,2,2
45478,64,72
45479,64,72
45480,66,74
45481,2,2
45482,2,2
45483,2,2
45484,2,2
45485,2,2
45486,2,2
45487,2,2
45488,2,2
45489,2,2
45490,8,6
45491,2,2
45492,8,6
45493,2,2
45494,2,2
45495,87,98
45496,89,100
45497,89,100
45498,89,100
45499,89,100
45500,89,100
45501,89,100
45502,89,100
45503,89,100
45504,92,105
45505,101,120
45506,87,98
45507,2,2
45508,114,144
45509,114,144
45510,89,100
45511,89,100
45512,89,100
45513,89,100
45514,89,100
45515,92,105
45516,101,120
45517,92,105
45518,89,100
45519,89,100
45520,89,100
45521,15,7
45522,89,100
45523,89,100
45524,89,100
45525,89,100
45526,89,100
45527,15,7
45528,15,7
45529,89,100
45530,89,100
45531,89,100
45532,89,100
45533,89,100
45534,89,100
45535,89,100
45536,15,7
45537,15,7
45538,89,100
45539,89,100
45540,92,105
45541,93,106
45542,35,51
45543,35,51
45544,92,105
45545,92,105
45546,2,2
45547,2,2
45548,2,2
45549,15,7
45550,2,2
45551,2,2
45552,2,2
45553,2,2
45554,2,2
45555,2,2
45556,2,2
45557,2,2
45558,2,2
45559,2,2
45560,2,2
45561,2,2
45562,2,2
45563,15,7
45564,2,2
45565,2,2
45566,15,7
45567,2,2
45568,2,2
45569,2,2
45570,15,7
45571,2,2
45572,2,2
45573,2,2
45574,2,2
45575,2,2
45576,2,2
45577,46,53
45578,29,29
45579,46,53
45580,46,53
45581,26,25
45582,26,25
45583,26,25
45584,26,25
45585,26,25
45586,26,25
45587,26,25
45588,26,25
45589,2,2
45590,15,7
45591,26,25
45592,2,2
45593,26,25
45594,2,2
45595,2,2
45596,2,2
45597,2,2
45598,2,2
45599,2,2
45600,2,2
45601,2,2
45602,2,2
45603,8,6
45604,2,2
45605,2,2
45606,66,74
45607,64,72
45608,64,72
45609,15,7
45610,2,2
45611,2,2
45612,2,2
45613,2,2
45614,2,2
45615,2,2
45616,2,2
45617,2,2
45618,8,6
45619,8,6
45620,2,2
45621,8,6
45622,114,144
45623,24,22
45624,87,98
45625,89,100
45626,89,100
45627,89,100
45628,89,100
45629,89,100
45630,89,100
45631,92,105
45632,87,98
45633,88,99
45634,92,105
45635,89,100
45636,89,100
45637,89,100
45638,89,100
45639,89,100
45640,89,100
45641,89,100
45642,89,100
45643,92,105
45644,101,120
45645,101,120
45646,101,120
45647,101,120
45648,92,105
45649,15,7
45650,89,100
45651,89,100
45652,89,100
45653,13,10
45654,89,100
45655,15,7
45656,92,105
45657,13,10
45658,15,7
45659,15,7
45660,15,7
45661,15,7
45662,89,100
45663,89,100
45664,89,100
45665,89,100
45666,89,100
45667,89,100
45668,92,105
45669,92,105
45670,35,51
45671,92,105
45672,92,105
45673,92,105
45674,89,100
45675,2,2
45676,15,7
45677,15,7
45678,15,7
45679,2,2
45680,2,2
45681,2,2
45682,2,2
45683,2,2
45684,2,2
45685,2,2
45686,2,2
45687,2,2
45688,2,2
45689,2,2
45690,2,2
45691,2,2
45692,2,2
45693,2,2
45694,2,2
45695,2,2
45696,2,2
45697,26,25
45698,12,8
45699,2,2
45700,2,2
45701,26,25
45702,29,29
45703,2,2
45704,29,29
45705,29,29
45706,26,25
45707,26,25
45708,26,25
45709,26,25
45710,26,25
45711,26,25
45712,26,25
45713,29,29
45714,26,25
45715,29,29
45716,2,2
45717,15,7
45718,15,7
45719,8,6
45720,8,6
45721,2,2
45722,2,2
45723,2,2
45724,15,7
45725,2,2
45726,2,2
45727,2,2
45728,2,2
45729,2,2
45730,2,2
45731,2,2
45732,2,2
45733,15,7
45734,2,2
45735,2,2
45736,66,74
45737,64,72
45738,66,74
45739,15,7
45740,2,2
45741,2,2
45742,2,2
45743,15,7
45744,15,7
45745,15,7
45746,8,6
45747,8,6
45748,2,2
45749,8,6
45750,126,177
45751,2,2
45752,89,100
45753,89,100
45754,89,100
45755,89,100
45756,89,100
45757,89,100
45758,101,120
45759,92,105
45760,89,100
45761,89,100
45762,92,105
45763,89,100
45764,89,100
45765,89,100
45766,89,100
45767,89,100
45768,89,100
45769,89,100
45770,89,100
45771,92,105
45772,92,105
45773,92,105
45774,92,105
45775,92,105
45776,92,105
45777,15,7
45778,15,7
45779,15,7
45780,92,105
45781,13,10
45782,13,10
45783,13,10
45784,13,10
45785,13,10
45786,13,10
45787,15,7
45788,92,105
45789,87,98
45790,89,100
45791,89,100
45792,89,100
45793,89,100
45794,89,100
45795,101,120
45796,92,105
45797,92,105
45798,101,120
45799,101,120
45800,92,105
45801,92,105
45802,89,100
45803,89,100
45804,89,100
45805,2,2
45806,2,2
45807,15,7
45808,2,2
45809,2,2
45810,2,2
45811,2,2
45812,2,2
45813,2,2
45814,15,7
45815,2,2
45816,2,2
45817,2,2
45818,2,2
45819,2,2
45820,2,2
45821,2,2
45822,2,2
45823,15,7
45824,12,8
45825,26,25
45826,29,29
45827,26,25
45828,26,25
45829,26,25
45830,26,25
45831,26,25
45832,29,29
45833,29,29
45834,26,25
45835,26,25
45836,26,25
45837,29,29
45838,26,25
45839,26,25
45840,26,25
45841,29,29
45842,26,25
45843,29,29
45844,2,2
45845,15,7
45846,2,2
45847,2,2
45848,2,2
45849,2,2
45850,15,7
45851,2,2
45852,15,7
45853,15,7
45854,15,7
45855,2,2
45856,2,2
45857,2,2
45858,2,2
45859,2,2
45860,2,2
45861,2,2
45862,15,7
45863,2,2
45864,2,2
45865,64,72
45866,64,72
45867,2,2
45868,2,2
45869,2,2
45870,2,2
45871,15,7
45872,15,7
45873,8,6
45874,8,6
45875,8,6
45876,8,6
45877,8,6
45878,89,100
45879,2,2
45880,2,2
45881,101,120
45882,92,105
45883,89,100
45884,89,100
45885,89,100
45886,89,100
45887,92,105
45888,89,100
45889,89,100
45890,151,227
45891,89,100
45892,89,100
45893,89,100
45894,89,100
45895,148,221
45896,89,100
45897,101,120
45898,92,105
45899,101,120
45900,24,22
45901,92,105
45902,89,100
45903,114,144
45904,2,2
45905,2,2
45906,13,10
45907,101,120
45908,2,2
45909,114,144
45910,2,2
45911,89,100
45912,89,100
45913,2,2
45914,13,10
45915,24,22
45916,2,2
45917,89,100
45918,92,105
45919,101,120
45920,101,120
45921,89,100
45922,87,98
45923,92,105
45924,92,105
45925,92,105
45926,101,120
45927,92,105
45928,101,120
45929,92,105
45930,92,105
45931,89,100
45932,89,100
45933,2,2
45934,2,2
45935,2,2
45936,2,2
45937,2,2
45938,2,2
45939,2,2
45940,2,2
45941,2,2
45942,2,2
45943,2,2
45944,2,2
45945,15,7
45946,2,2
45947,2,2
45948,2,2
45949,2,2
45950,2,2
45951,2,2
45952,2,2
45953,2,2
45954,26,25
45955,26,25
45956,26,25
45957,29,29
45958,26,25
45959,29,29
45960,26,25
45961,26,25
45962,26,25
45963,29,29
45964,2,2
45965,26,25
45966,26,25
45967,29,29
45968,26,25
45969,26,25
45970,26,25
45971,2,2
45972,2,2
45973,2,2
45974,2,2
45975,2,2
45976,2,2
45977,2,2
45978,2,2
45979,15,7
45980,15,7
45981,2,2
45982,8,6
45983,8,6
45984,2,2
45985,2,2
45986,2,2
45987,2,2
45988,2,2
45989,15,7
45990,15,7
45991,2,2
45992,2,2
45993,2,2
45994,64,72
45995,66,74
45996,15,7
45997,2,2
45998,2,2
45999,15,7
46000,2,2
46001,2,2
46002,2,2
46003,2,2
46004,2,2
46005,2,2
46006,89,100
46007,89,100
46008,89,100
46009,24,22
46010,15,7
46011,89,100
46012,89,100
46013,89,100
46014,87,98
46015,89,100
46016,89,100
46017,89,100
46018,89,100
46019,89,100
46020,89,100
46021,89,100
46022,89,100
46023,89,100
46024,89,100
46025,89,100
46026,89,100
46027,92,105
46028,2,2
46029,2,2
46030,2,2
46031,2,2
46032,89,100
46033,89,100
46034,13,10
46035,24,22
46036,2,2
46037,114,144
46038,114,144
46039,2,2
46040,89,100
46041,13,10
46042,2,2
46043,2,2
46044,114,144
46045,13,10
46046,92,105
46047,92,105
46048,89,100
46049,92,105
46050,87,98
46051,89,100
46052,89,100
46053,92,105
46054,93,106
46055,35,51
46056,101,120
46057,101,120
46058,92,105
46059,92,105
46060,89,100
46061,2,2
46062,2,2
46063,2,2
46064,2,2
46065,2,2
46066,2,2
46067,2,2
46068,2,2
46069,2,2
46070,2,2
46071,2,2
46072,2,2
46073,2,2
46074,2,2
46075,15,7
46076,2,2
46077,2,2
46078,2,2
46079,15,7
46080,2,2
46081,2,2
46082,26,25
46083,26,25
46084,2,2
46085,26,25
46086,26,25
46087,26,25
46088,26,25
46089,26,25
46090,29,29
46091,2,2
46092,29,29
46093,26,25
46094,26,25
46095,26,25
46096,26,25
46097,26,25
46098,26,25
46099,2,2
46100,2,2
46101,15,7
46102,2,2
46103,2,2
46104,2,2
46105,2,2
46106,12,8
46107,15,7
46108,15,7
46109,2,2
46110,2,2
46111,2,2
46112,2,2
46113,2,2
46114,2,2
46115,2,2
46116,2,2
46117,2,2
46118,15,7
46119,2,2
46120,2,2
46121,2,2
46122,2,2
46123,64,72
46124,64,72
46125,64,72
46126,64,72
46127,2,2
46128,2,2
46129,2,2
46130,2,2
46131,8,6
46132,2,2
46133,2,2
46134,89,100
46135,89,100
46136,2,2
46137,2,2
46138,92,105
46139,92,105
46140,89,100
46141,2,2
46142,89,100
46143,89,100
46144,89,100
46145,89,100
46146,89,100
46147,148,221
46148,89,100
46149,89,100
46150,89,100
46151,89,100
46152,89,100
46153,148,221
46154,89,100
46155,92,105
46156,89,100
46157,89,100
46158,15,7
46159,89,100
46160,89,100
46161,89,100
46162,24,22
46163,2,2
46164,114,144
46165,15,7
46166,13,10
46167,2,2
46168,89,100
46169,13,10
46170,114,144
46171,114,144
46172,13,10
46173,114,144
46174,13,10
46175,89,100
46176,89,100
46177,89,100
46178,35,51
46179,35,51
46180,35,51
46181,92,105
46182,35,51
46183,92,105
46184,92,105
46185,92,105
46186,92,105
46187,92,105
46188,89,100
46189,87,98
46190,2,2
46191,2,2
46192,2,2
46193,2,2
46194,2,2
46195,2,2
46196,2,2
46197,2,2
46198,2,2
46199,2,2
46200,2,2
46201,2,2
46202,2,2
46203,2,2
46204,2,2
46205,2,2
46206,2,2
46207,80,90
46208,2,2
46209,2,2
46210,2,2
46211,2,2
46212,2,2
46213,26,25
46214,26,25
46215,26,25
46216,26,25
46217,38,42
46218,29,29
46219,29,29
46220,26,25
46221,29,29
46222,26,25
46223,29,29
46224,26,25
46225,26,25
46226,29,29
46227,2,2
46228,2,2
46229,2,2
46230,2,2
46231,15,7
46232,2,2
46233,2,2
46234,2,2
46235,2,2
46236,15,7
46237,15,7
46238,2,2
46239,2,2
46240,2,2
46241,2,2
46242,2,2
46243,2,2
46244,2,2
46245,2,2
46246,2,2
46247,2,2
46248,2,2
46249,2,2
46250,2,2
46251,2,2
46252,64,72
46253,64,72
46254,64,72
46255,66,74
46256,2,2
46257,2,2
46258,2,2
46259,8,6
46260,8,6
46261,2,2
46262,2,2
46263,89,100
46264,2,2
46265,2,2
46266,100,119
46267,101,120
46268,2,2
46269,2,2
46270,13,10
46271,89,100
46272,87,98
46273,89,100
46274,89,100
46275,89,100
46276,89,100
46277,89,100
46278,89,100
46279,89,100
46280,89,100
46281,87,98
46282,92,105
46283,87,98
46284,89,100
46285,15,7
46286,15,7
46287,15,7
46288,89,100
46289,2,2
46290,2,2
46291,114,144
46292,2,2
46293,13,10
46294,15,7
46295,89,100
46296,2,2
46297,114,144
46298,114,144
46299,13,10
46300,13,10
46301,13,10
46302,13,10
46303,89,100
46304,89,100
46305,89,100
46306,35,51
46307,92,105
46308,35,51
46309,35,51
46310,35,51
46311,92,105
46312,101,120
46313,92,105
46314,92,105
46315,92,105
46316,92,105
46317,89,100
46318,89,100
46319,2,2
46320,2,2
46321,2,2
46322,2,2
46323,2,2
46324,2,2
46325,2,2
46326,2,2
46327,2,2
46328,2,2
46329,2,2
46330,2,2
46331,2,2
46332,2,2
46333,15,7
46334,15,7
46335,15,7
46336,2,2
46337,2,2
46338,2,2
46339,2,2
46340,2,2
46341,2,2
46342,26,25
46343,26,25
46344,26,25
46345,38,42
46346,26,25
46347,26,25
46348,29,29
46349,26,25
46350,26,25
46351,26,25
46352,26,25
46353,40,45
46354,26,25
46355,26,25
46356,2,2
46357,2,2
46358,26,25
46359,15,7
46360,2,2
46361,26,25
46362,15,7
46363,2,2
46364,15,7
46365,2,2
46366,2,2
46367,2,2
46368,2,2
46369,2,2
46370,2,2
46371,15,7
46372,12,8
46373,2,2
46374,2,2
46375,2,2
46376,2,2
46377,2,2
46378,2,2
46379,2,2
46380,19,18
46381,2,2
46382,64,72
46383,64,72
46384,66,74
46385,66,74
46386,8,6
46387,8,6
46388,8,6
46389,2,2
46390,89,100
46391,89,100
46392,2,2
46393,127,178
46394,100,119
46395,92,105
46396,89,100
46397,89,100
46398,89,100
46399,89,100
46400,89,100
46401,89,100
46402,89,100
46403,89,100
46404,89,100
46405,89,100
46406,89,100
46407,89,100
46408,89,100
46409,89,100
46410,87,98
46411,87,98
46412,2,2
46413,114,144
46414,13,10
46415,15,7
46416,89,100
46417,2,2
46418,15,7
46419,2,2
46420,15,7
46421,89,100
46422,89,100
46423,89,100
46424,89,100
46425,15,7
46426,13,10
46427,13,10
46428,89,100
46429,89,100
46430,89,100
46431,15,7
46432,89,100
46433,89,100
46434,35,51
46435,35,51
46436,93,106
46437,93,106
46438,35,51
46439,35,51
46440,35,51
46441,92,105
46442,92,105
46443,89,100
46444,87,98
46445,89,100
46446,89,100
46447,89,100
46448,2,2
46449,2,2
46450,2,2
46451,2,2
46452,2,2
46453,2,2
46454,2,2
46455,2,2
46456,2,2
46457,2,2
46458,2,2
46459,2,2
46460,2,2
46461,15,7
46462,15,7
46463,15,7
46464,2,2
46465,2,2
46466,2,2
46467,2,2
46468,2,2
46469,15,7
46470,2,2
46471,26,25
46472,26,25
46473,26,25
46474,26,25
46475,26,25
46476,26,25
46477,26,25
46478,26,25
46479,26,25
46480,26,33
46481,26,25
46482,29,29
46483,26,25
46484,26,25
46485,26,25
46486,26,25
46487,26,25
46488,26,25
46489,26,25
46490,26,25
46491,2,2
46492,2,2
46493,2,2
46494,15,7
46495,2,2
46496,2,2
46497,2,2
46498,2,2
46499,15,7
46500,2,2
46501,15,7
46502,2,2
46503,2,2
46504,2,2
46505,2,2
46506,2,2
46507,2,2
46508,2,2
46509,2,2
46510,2,2
46511,64,72
46512,64,72
46513,64,72
46514,64,72
46515,64,72
46516,8,6
46517,8,6
46518,2,2
46519,2,2
46520,89,100
46521,101,120
46522,92,105
46523,92,105
46524,2,2
46525,15,7
46526,89,100
46527,89,100
46528,88,99
46529,35,51
46530,89,100
46531,89,100
46532,89,100
46533,89,100
46534,89,100
46535,88,99
46536,89,100
46537,148,221
46538,89,100
46539,89,100
46540,15,7
46541,114,144
46542,13,10
46543,89,100
46544,89,100
46545,2,2
46546,114,144
46547,89,100
46548,89,100
46549,15,7
46550,89,100
46551,89,100
46552,89,100
46553,89,100
46554,89,100
46555,15,7
46556,89,100
46557,89,100
46558,89,100
46559,89,100
46560,89,100
46561,89,100
