CUSTOMCODE,LC2030MOD,evt_nick_mod,evt_name_mod,ipcc_soil_mod,soc_mod,total_mass_mod,tot_mass_mod,n20_em_mod,ch4_em_mod,gridcode14
3980,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,2768
3980,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,2989
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,3763
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Wetland,33.39,0,5.4,-4.41,0,4430
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,521.86464,260.93232,0,0,7322
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,521.86464,260.93232,0,0,7402
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,511.632,255.816,0,0,3330
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,HAC,26.532,511.632,5.4,-4.41,0,2672
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,511.632,3.6,-0.107982,0,3329
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,511.632,255.816,0,0,3781
3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,LAC,36.18,407.99592,203.99796,0,0,6874
3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,NA,27.126,407.99592,203.99796,0,0,6694
3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,HAC,38.016,407.99592,203.99796,0,0,6621
3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,HAC,38.016,399.996,199.998,0,0,7533
2,Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,HAC,38.016,399.996,3.6,-0.107982,0,6881
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,127.17,63.585,0,0,1425
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,399.996,5.4,0,-6.6735,5876
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,HAC,26.532,399.996,5.4,-4.41,0,124
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,407.99592,203.99796,0,0,1444
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,407.99592,203.99796,0,0,1241
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,399.996,3.6,-0.107982,0,1242
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,399.996,3.6,-0.107982,0,306
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,399.996,3.6,-0.107982,0,1686
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,399.996,199.998,0,0,482
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,38.412,399.996,30.744,-3.546,0,526
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,LAC,21.564,399.996,5.4,-4.41,0,982
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,399.996,5.4,0,-6.6735,3971
9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,31.657374,399.996,3.6,-4.626,0,487
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,407.99592,203.99796,0,0,1961
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,HAC,30.33,399.996,30.744,-3.546,0,380
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,21.168,399.996,30.744,-3.546,0,2083
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,LAC,30.528,399.996,30.744,-3.546,0,1652
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,399.996,199.998,0,0,3537
7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,NA,21.168,399.996,30.744,-3.546,0,1955
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,399.996,5.4,0,-6.6735,1954
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,399.996,199.998,0,0,1932
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,27.126,407.99592,203.99796,0,0,1459
9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,39.731292,399.996,3.6,-4.626,0,2426
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,407.99592,203.99796,0,0,2651
9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,22.504536,399.996,3.6,-4.626,0,4369
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,18.252,399.996,5.4,-4.41,0,5204
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,399.996,3.6,-0.107982,0,2711
11,Irrigated Pasture,Irrigated Pasture,California Lower Montane Foothill Pine Woodland and Savanna,NA,18.252,399.996,5.4,-4.41,0,5209
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,LAC,36.18,399.996,5.4,0,-6.6735,4263
2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,399.996,3.6,-0.107982,0,3835
0,Wetland,Wetland,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,399.996,5.4,0,-6.6735,4328
3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,399.996,199.998,0,0,2518
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Shrubland,Sandy,27.126,0,3.6,-0.107982,0,1502
9,Annual Cropland,Annual Cropland,Western Cool Temperate Developed Ruderal Shrubland,Sandy,22.504536,0,3.6,-4.626,0,1708
11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Developed Ruderal Shrubland,LAC,21.564,0,5.4,-4.41,0,1622
3923,Urban,Western Cool Temperate Developed Ruderal Shrubland,Western Cool Temperate Developed Ruderal Shrubland,HAC,38.016,0,14.4,0,0,1026
3923,Urban,Western Cool Temperate Developed Ruderal Shrubland,Western Cool Temperate Developed Ruderal Shrubland,LAC,36.18,0,14.4,0,0,2244
3923,Urban,Western Cool Temperate Developed Ruderal Shrubland,Western Cool Temperate Developed Ruderal Shrubland,Sandy,27.126,0,14.4,0,0,1479
0,Wetland,Wetland,Western Cool Temperate Developed Ruderal Grassland,LAC,36.18,0,5.4,0,-6.6735,7227
4,Urban,Developed,Western Cool Temperate Developed Ruderal Grassland,LAC,36.18,0,14.4,0,0,7223
3924,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,1824
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,2414
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,36.18,276.048,3.6,-0.107982,0,62
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,36.18,281.56896,140.78448,0,0,1381
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,NA,27.126,276.048,138.024,0,0,871
7,Orchard,Orchard,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,30.528,276.048,30.744,-3.546,0,2165
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Sandy,27.126,276.048,3.6,-0.107982,0,200
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Sandy,27.126,276.048,138.024,0,0,237
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,36.18,276.048,138.024,0,0,252
9,Annual Cropland,Annual Cropland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Sandy,22.504536,276.048,3.6,-4.626,0,2315
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,HAC,38.016,281.56896,140.78448,0,0,1007
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,HAC,38.016,276.048,138.024,0,0,96
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Wetland,49.446,276.048,3.6,-0.107982,0,80
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,NA,27.126,281.56896,140.78448,0,0,955
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,NA,27.126,276.048,3.6,-0.107982,0,56
11,Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Forest and Woodland,HAC,26.532,276.048,5.4,-4.41,0,146
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,HAC,38.016,276.048,3.6,-0.107982,0,29
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Sandy,27.126,281.56896,140.78448,0,0,1371
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,NA,27.126,259.335,129.6675,0,0,568
11,Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Forest and Woodland,Wetland,33.39,254.25,5.4,-4.41,0,861
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,NA,27.126,254.25,3.6,-0.107982,0,569
7,Orchard,Orchard,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,30.528,254.25,30.744,-3.546,0,2179
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Wetland,49.446,254.25,3.6,-0.107982,0,219
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,36.18,254.25,3.6,-0.107982,0,61
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,HAC,38.016,254.25,127.125,0,0,95
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,HAC,38.016,254.25,3.6,-0.107982,0,53
2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Sandy,27.126,254.25,3.6,-0.107982,0,235
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,36.18,254.25,127.125,0,0,60
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,14.4,0,0,5824
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,5881
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,14.4,0,0,7136
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,14.4,0,0,5818
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5714
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,NA,18.252,293.094,5.4,-4.41,0,6389
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5665
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,6086
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,14.4,0,0,5821
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5671
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,HAC,30.33,293.094,5.22,-1.638,0,1199
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,1586
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,146.547,0,0,23
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,Wetland,38.412,293.094,30.744,-3.546,0,379
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,Sandy,21.168,293.094,30.744,-3.546,0,714
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,3.6,-0.107982,0,22
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,LAC,30.528,293.094,30.744,-3.546,0,619
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,3.6,-0.107982,0,752
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,5.4,0,-6.6735,3550
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,3.6,-0.107982,0,63
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,146.547,0,0,1260
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,146.547,0,0,638
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,HAC,30.33,293.094,30.744,-3.546,0,183
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,Sandy,22.504536,293.094,3.6,-4.626,0,2303
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,3.6,-0.107982,0,223
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,NA,21.168,293.094,30.744,-3.546,0,1233
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,Sandy,18.252,293.094,5.4,-4.41,0,1048
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,HAC,31.657374,293.094,3.6,-4.626,0,570
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,3.6,-0.107982,0,268
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,5.4,0,-6.6735,1038
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,2115
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,LAC,31.855176,293.094,3.6,-4.626,0,1323
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,3999
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,146.547,0,0,1452
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,LAC,21.564,293.094,5.4,-4.41,0,989
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,HAC,26.532,293.094,5.4,-4.41,0,845
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5352
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4646
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,5.4,0,-6.6735,2809
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,Sandy,21.168,293.094,5.22,-1.638,0,3044
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,5.4,0,-6.6735,3295
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4561
1,Water,Water,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,146.547,0,0,3047
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,5.4,0,-6.6735,2731
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,NA,22.504536,293.094,3.6,-4.626,0,3314
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,5410
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,146.547,0,0,2569
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,Wetland,38.412,293.094,5.22,-1.638,0,3097
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,Wetland,33.39,293.094,5.4,-4.41,0,2689
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,14.4,0,0,4976
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4546
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,LAC,30.528,293.094,5.22,-1.638,0,3807
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,14.4,0,0,2846
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4540
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,5343
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,Wetland,39.731292,293.094,3.6,-4.626,0,2408
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,5387
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,5397
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,NA,21.168,293.094,5.22,-1.638,0,3370
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4530
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4557
3080,Shrubland,Inter-Mountain Basins Big Sagebrush Shrubland,Inter-Mountain Basins Big Sagebrush Shrubland,HAC,38.016,198.144,99.072,0,0,659
2,Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,NA,27.126,198.144,3.6,-0.107982,0,324
2,Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,HAC,38.016,198.144,3.6,-0.107982,0,65
2,Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,LAC,36.18,198.144,3.6,-0.107982,0,222
9,Annual Cropland,Annual Cropland,Inter-Mountain Basins Big Sagebrush Shrubland,HAC,31.657374,198.144,3.6,-4.626,0,949
3080,Shrubland,Inter-Mountain Basins Big Sagebrush Shrubland,Inter-Mountain Basins Big Sagebrush Shrubland,LAC,36.18,198.144,99.072,0,0,765
2,Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,Sandy,27.126,198.144,3.6,-0.107982,0,300
2,Grassland,Grassland,Inter-Mountain Basins Big Sagebrush Shrubland,Wetland,49.446,198.144,3.6,-0.107982,0,132
3154,Forest,Inter-Mountain Basins Montane Riparian Forest and Woodland,Inter-Mountain Basins Montane Riparian Forest and Woodland,Sandy,27.126,488.77992,244.38996,0,0,259
11,Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Forest and Woodland,LAC,21.564,479.196,5.4,-4.41,0,1596
