OID_,AREA_HA,CUSTOMCODE,LANDCOVER_,EVT_NICK,EVT_NAME,IPCC_SOIL,SOC,TOTAL_MASS,TOT_MASS,N2O_EMISSI,CH4_EMISSI,gridcode14
,4.05,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Shrubland,Sandy,18.252,0,5.4,-4.41,0,3579
,27.63,5,Urban,Urban,Western Warm Temperate Urban Shrubland,LAC,36.18,0,14.4,0,0,5626
,9.99,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Shrubland,Wetland,33.39,0,5.4,-4.41,0,3366
,25.47,5,Urban,Urban,Western Warm Temperate Urban Shrubland,NA,27.126,0,14.4,0,0,4866
,31.5,5,Urban,Urban,Western Warm Temperate Urban Shrubland,Wetland,49.446,0,14.4,0,0,5318
,71.91,5,Urban,Urban,Western Warm Temperate Urban Shrubland,Sandy,27.126,0,14.4,0,0,3954
,0.09,5,Urban,Urban,Western Warm Temperate Urban Shrubland,HAC,38.016,0,14.4,0,0,5549
,58.05,4,Urban,Developed,Western Warm Temperate Urban Shrubland,NA,27.126,0,14.4,0,0,2431
,1.53,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Shrubland,NA,18.252,0,5.4,-4.41,0,5099
,0.18,5,Urban,Urban,Western Warm Temperate Urban Shrubland,Wetland,49.446,0,14.4,0,0,5339
,108.27,5,Urban,Urban,Western Warm Temperate Urban Shrubland,HAC,38.016,0,14.4,0,0,4737
,0.45,0,Wetland,Wetland,Western Cool Temperate Developed Ruderal Grassland,Wetland,49.446,0,5.4,0,-6.6735,5841
,0.09,2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,6013
,0.09,3924,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,7540
,8.55,7,Orchard,Orchard,California Montane Riparian Systems,HAC,30.33,604.512,30.744,-3.546,0,387
,16.11,2,Grassland,Grassland,California Montane Riparian Systems,LAC,36.18,604.512,3.6,-0.107982,0,1243
,3.15,2,Grassland,Grassland,California Montane Riparian Systems,Sandy,27.126,604.512,3.6,-0.107982,0,1705
,73.44,2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,604.512,3.6,-0.107982,0,195
,0.54,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,LAC,36.18,604.512,302.256,0,0,1386
,22.5,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,HAC,38.016,604.512,302.256,0,0,1348
,0.63,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Sandy,27.126,604.512,302.256,0,0,1720
,1.98,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,604.512,302.256,0,0,1095
,1.26,9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,HAC,31.657374,604.512,3.6,-4.626,0,4292
,0.27,0,Wetland,Wetland,California Montane Riparian Systems,HAC,38.016,604.512,5.4,0,-6.6735,4300
,0.09,4,Urban,Developed,California Montane Riparian Systems,HAC,38.016,604.512,14.4,0,0,4305
,0.36,7,Orchard,Orchard,California Montane Riparian Systems,Wetland,38.412,604.512,30.744,-3.546,0,2486
,0.09,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Wetland,49.446,604.512,302.256,0,0,2520
,0.09,7,Orchard,Orchard,California Montane Riparian Systems,NA,21.168,604.512,30.744,-3.546,0,4677
,2.07,7,Orchard,Orchard,California Montane Riparian Systems,LAC,30.528,604.512,30.744,-3.546,0,2497
,0.36,11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,HAC,26.532,604.512,5.4,-4.41,0,2673
,2.34,2,Grassland,Grassland,California Montane Riparian Systems,NA,27.126,604.512,3.6,-0.107982,0,2506
,0.63,9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,LAC,31.855176,604.512,3.6,-4.626,0,2585
,0.99,2,Grassland,Grassland,California Montane Riparian Systems,Wetland,49.446,604.512,3.6,-0.107982,0,2525
,0.18,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,7013
,1.08,10,Rice,Rice,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,1.8,-0.5148,-7.866,7051
,1.26,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,1558
,73.8,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,992
,1.98,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,1817
,18.45,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,2320
,157.95,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,1271
,9.81,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,30.744,-3.546,0,561
,74.79,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,3.6,-4.626,0,1161
,231.57,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,HAC,26.532,0,5.4,-4.41,0,879
,2.43,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,LAC,30.528,0,30.744,-3.546,0,671
,5.76,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,904
,9.81,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,1332
,15.03,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,521
,2.16,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,30.744,-3.546,0,1360
,2.43,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,2273
,28.8,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,1157
,14.58,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,30.744,-3.546,0,3141
,0.54,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,3859
,0.27,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,3.6,-0.107982,0,2590
,10.35,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,2393
,10.98,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,2605
,0.54,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,5.4,0,-6.6735,5469
,47.43,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,3967
,0.72,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,NA,18.252,0,5.4,-4.41,0,2648
,0.27,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,2784
,0.63,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,NA,22.504536,0,3.6,-4.626,0,3208
,2.79,8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,5.22,-1.638,0,3352
,41.94,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,2625
,0.18,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,30.744,-3.546,0,5445
,0.36,8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,5.22,-1.638,0,3325
,101.7,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Sandy,22.504536,0,3.6,-4.626,0,2455
,19.62,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,5.4,0,-6.6735,3894
,0.54,8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,5.22,-1.638,0,2479
,9.27,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,5.4,0,-6.6735,4371
,0.09,2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,371.106,3.6,-0.107982,0,4511
,5.4,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,HAC,38.016,341.622,170.811,0,0,7234
,0.27,3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,341.622,170.811,0,0,7396
,0.09,0,Wetland,Wetland,Western Cool Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,7248
,0.09,5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,14.4,0,0,5923
,0.18,10,Rice,Rice,Western Warm Temperate Developed Ruderal Grassland,HAC,31.657374,0,1.8,-0.5148,-7.866,7076
,0.09,5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,14.4,0,0,5931
,22.77,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,LAC,30.528,0,30.744,-3.546,0,687
,9.45,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,Sandy,18.252,0,5.4,-4.41,0,1055
,9.54,3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,1074
,100.17,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,5.4,0,-6.6735,1359
,259.02,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,HAC,30.33,0,30.744,-3.546,0,187
,0.27,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,NA,21.168,0,5.22,-1.638,0,3493
,17.46,3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,481
,16.92,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,1840
,35.28,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,Sandy,22.504536,0,3.6,-4.626,0,1257
,6.21,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,LAC,31.855176,0,3.6,-4.626,0,1307
,0.9,3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,NA,27.126,0,3.6,-0.107982,0,3514
,51.3,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,Wetland,39.731292,0,3.6,-4.626,0,1308
,121.23,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,580
,8.64,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,HAC,30.33,0,5.22,-1.638,0,1238
,18.18,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,5.4,0,-6.6735,4170
,47.97,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,HAC,26.532,0,5.4,-4.41,0,953
,5.4,3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,1387
,0.09,5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,14.4,0,0,4201
,1.17,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,NA,21.168,0,30.744,-3.546,0,3590
,8.73,3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,3.6,-0.107982,0,529
,33.93,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,Wetland,33.39,0,5.4,-4.41,0,1213
,28.44,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,3.6,-0.107982,0,1445
,5.58,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,LAC,21.564,0,5.4,-4.41,0,1207
,5.49,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,1334
,30.51,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,Wetland,38.412,0,30.744,-3.546,0,725
,0.09,5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,14.4,0,0,4089
,60.66,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,HAC,31.657374,0,3.6,-4.626,0,510
,62.73,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,Sandy,21.168,0,30.744,-3.546,0,728
,4.05,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,NA,27.126,0,5.4,0,-6.6735,4493
,0.36,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,NA,18.252,0,5.4,-4.41,0,2714
,1.26,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,Sandy,21.168,0,5.22,-1.638,0,3368
,0.45,4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,14.4,0,0,3832
,0.9,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,Wetland,38.412,0,5.22,-1.638,0,3150
,2.79,4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,14.4,0,0,2740
,29.88,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,5.4,0,-6.6735,3256
,1.71,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,NA,22.504536,0,3.6,-4.626,0,4327
,2.97,4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,14.4,0,0,3271
,3.96,4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,14.4,0,0,2766
,1.17,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,NA,27.126,0,3.6,-0.107982,0,3263
,4.68,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,5.4,0,-6.6735,2735
,0.09,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,LAC,30.528,0,5.22,-1.638,0,4886
,0.09,3030,Forest,Mediterranean California Lower Montane Conifer Forest and Woodland,Mediterranean California Lower Montane Conifer Forest and Woodland,Sandy,27.126,528.62112,264.31056,0,0,1949
,10.44,5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,LAC,36.18,0,14.4,0,0,5672
,39.33,4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,Wetland,49.446,0,14.4,0,0,1389
,12.15,4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,Sandy,27.126,0,14.4,0,0,1866
,9.45,4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,LAC,36.18,0,14.4,0,0,1589
,22.86,4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,HAC,38.016,0,14.4,0,0,1407
,1.53,5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,Sandy,27.126,0,14.4,0,0,4521
,1.53,5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,NA,27.126,0,14.4,0,0,5002
,0.09,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Evergreen Forest,Wetland,33.39,0,5.4,-4.41,0,2726
,4.5,5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,HAC,38.016,0,14.4,0,0,5415
,0.18,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Evergreen Forest,HAC,26.532,0,5.4,-4.41,0,5326
,4.14,5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,Wetland,49.446,0,14.4,0,0,5332
,9.72,4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,NA,27.126,0,14.4,0,0,2494
,0.09,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Evergreen Forest,Sandy,18.252,0,5.4,-4.41,0,5276
,0.09,5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,HAC,38.016,0,14.4,0,0,5556
,0.18,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,6618
,0.09,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,6156
,0.27,5,Urban,Urban,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,7175
,0.09,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,5.4,0,-6.6735,7203
,0.09,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,30.744,-3.546,0,6016
,0.27,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,5.4,0,-6.6735,6986
,0.27,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,5764
,25.74,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,1185
,5.67,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,30.744,-3.546,0,1796
,68.4,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,3423
,5.31,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,HAC,26.532,0,5.4,-4.41,0,3564
,1.89,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,4127
,1.26,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,3989
,5.22,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,3798
,2.52,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,5.4,0,-6.6735,5295
,1.8,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,5307
,0.27,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,3239
,17.46,2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,3230
,12.24,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Sandy,22.504536,0,3.6,-4.626,0,3872
,7.47,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,30.744,-3.546,0,3129
,5.85,7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,30.744,-3.546,0,5151
,3.24,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,5.4,0,-6.6735,4505
,43.38,0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,5106
,33.21,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,3.6,-4.626,0,4871
,6.75,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,4894
,0.09,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,NA,18.252,0,5.4,-4.41,0,5524
,0.27,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,4232
,0.27,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,2683
,8.28,5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,LAC,36.18,0,14.4,0,0,5673
,25.92,4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,Sandy,27.126,0,14.4,0,0,1072
,100.71,4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,HAC,38.016,0,14.4,0,0,478
,1.17,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,HAC,26.532,0,5.4,-4.41,0,3599
,11.88,4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,LAC,36.18,0,14.4,0,0,1240
,38.25,4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,Wetland,49.446,0,14.4,0,0,1411
,10.71,5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,Sandy,27.126,0,14.4,0,0,4035
,0.36,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,LAC,21.564,0,5.4,-4.41,0,1623
,1.26,4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,NA,27.126,0,14.4,0,0,2471
,0.36,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,Sandy,18.252,0,5.4,-4.41,0,2830
,0.27,5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,Wetland,49.446,0,14.4,0,0,5521
,18.54,5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,HAC,38.016,0,14.4,0,0,4940
,0.36,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,Wetland,33.39,0,5.4,-4.41,0,2727
,4.86,5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,Wetland,49.446,0,14.4,0,0,5375
,2.97,5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,NA,27.126,0,14.4,0,0,4977
,1.44,0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,5.4,0,-6.6735,6531
,0.09,0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,5.4,0,-6.6735,7276
,0.09,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,3.6,-0.107982,0,2073
,0.09,9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,NA,22.504536,293.094,3.6,-4.626,0,3871
,0.81,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,3.6,-0.107982,0,3905
,0.09,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,3.6,-0.107982,0,2701
,0.18,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,3.6,-0.107982,0,4750
,0.18,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,146.547,0,0,3938
,0.27,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,5800
,0.18,8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,5.22,-1.638,0,7108
,0.09,4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,7559
,0.36,10,Rice,Rice,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,1.8,-0.5148,-7.866,7058
,58.23,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,1043
,47.25,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,1728
,11.43,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,1605
,10.8,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,1816
,50.76,9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,543
,12.33,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,880
,4.32,3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,1089
